"Frame","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
28,0.225,962.57056,-79.60953,1328.99731,-162.66364,-28.26012,1291.57471,-915.96368,70.29363,1330.68884,513.64697,52.27488,-2.27321,-340.29236,-197.16742,31.31038,-1054.34766,265.20963,-5.14054,-670.98798,-119.73155,47.69479
29,0.233,964.00403,-77.13400,1325.57813,-164.40125,-28.03246,1291.69873,-918.35284,70.45479,1327.83325,500.01807,53.41520,-2.36818,-335.06931,-196.65662,37.42412,-1067.87415,266.15958,-5.23652,-642.15643,-124.45426,46.08212
30,0.242,965.68414,-74.71565,1321.85693,-166.36975,-27.96520,1291.69299,-920.91211,70.66106,1324.72034,486.46884,54.48286,-2.46084,-325.49771,-196.50696,42.35682,-1081.47302,267.13550,-5.27103,-613.86517,-129.71423,44.30242
31,0.250,967.59558,-72.38415,1317.84753,-168.52361,-28.04318,1291.55493,-923.56860,70.91735,1321.38025,473.00943,55.51129,-2.51936,-311.93515,-196.91437,45.40208,-1095.20764,268.04929,-5.30301,-586.12781,-135.38112,42.36919
32,0.258,969.71228,-70.16946,1313.55847,-170.81877,-28.26283,1291.29895,-926.24451,71.19559,1317.85291,459.59430,56.50028,-2.55389,-294.86887,-198.06467,46.50595,-1108.91577,269.01682,-5.22525,-559.09308,-141.31244,40.31693
33,0.267,971.99945,-68.10373,1308.99817,-173.21837,-28.62365,1290.94653,-928.85901,71.44953,1314.18530,446.13272,57.46510,-2.61020,-274.81906,-200.03374,46.22849,-1122.42932,270.20352,-4.90628,-533.04639,-147.36020,38.20518
34,0.275,974.41968,-66.22833,1304.18420,-175.69400,-29.11608,1290.51746,-931.33124,71.63290,1310.42053,432.56177,58.46092,-2.70165,-252.38152,-202.65944,45.29152,-1135.83716,271.52829,-4.42830,-508.32275,-153.34808,36.03827
35,0.283,976.93774,-64.60281,1299.15320,-178.22577,-29.72231,1290.02881,-933.58899,71.71144,1306.58630,418.92596,59.50409,-2.80134,-228.22198,-205.55057,44.19539,-1149.29492,272.80521,-4.00112,-485.24457,-159.13623,33.76875
36,0.292,979.51849,-63.29225,1293.96265,-180.79555,-30.42283,1289.50049,-935.58820,71.66681,1302.68970,405.31708,60.57714,-2.88897,-202.98502,-208.23158,43.11610,-1162.82275,274.00238,-3.77011,-464.13654,-164.63593,31.38856
37,0.300,982.11945,-62.29816,1288.66943,-183.37276,-31.20296,1288.95740,-937.33136,71.48560,1298.71545,391.74530,61.69394,-2.96179,-177.18463,-210.32449,42.04891,-1176.39575,275.18011,-3.76079,-445.32874,-169.70335,28.94203
38,0.308,984.66565,-61.42532,1283.29663,-185.91138,-32.04664,1288.42590,-938.86389,71.15617,1294.63379,378.14886,62.85974,-3.02583,-151.14857,-211.69493,41.03798,-1190.00586,276.37015,-3.86329,-429.12439,-174.12720,26.48978
39,0.317,987.03424,-60.28095,1277.83875,-188.36008,-32.92115,1287.93262,-940.24512,70.68730,1290.41846,364.51212,64.01300,-3.09311,-125.04206,-212.47238,40.25656,-1203.65698,277.56845,-3.91434,-415.79004,-177.72137,24.06087
40,0.325,989.15594,-58.65259,1272.34351,-190.66763,-33.77648,1287.50952,-941.51459,70.11714,1286.06091,350.87827,65.08049,-3.16401,-98.91090,-212.91801,39.89882,-1217.37939,278.74182,-3.86491,-405.59827,-180.36267,21.57933
41,0.333,991.14697,-56.83939,1266.97913,-192.78693,-34.56282,1287.18896,-942.67249,69.49423,1281.57581,337.25223,66.05975,-3.22263,-72.68416,-213.25598,40.05453,-1231.18530,279.86469,-3.78364,-398.86340,-181.92801,18.80157
42,0.342,993.23077,-55.37614,1261.96912,-194.68542,-35.24402,1286.98975,-943.68323,68.84908,1277.00525,323.58289,67.00542,-3.26198,-46.18774,-213.60291,40.67364,-1245.04260,280.94958,-3.72583,-395.85229,-182.22934,15.32468
43,0.350,995.54333,-54.57498,1257.47485,-196.35237,-35.80417,1286.90723,-944.49731,68.18040,1272.42297,309.83893,67.97498,-3.28324,-19.23147,-213.97491,41.60981,-1258.95361,281.98999,-3.69264,-396.54785,-181.16495,10.79320
44,0.358,998.07404,-54.44056,1253.56177,-197.79428,-36.26074,1286.91577,-945.07642,67.46212,1267.92566,296.02203,69.01479,-3.26915,8.29131,-214.30496,42.70719,-1272.99243,282.91431,-3.66925,-400.48975,-179.01300,5.28115
45,0.367,1000.72858,-54.81219,1250.24060,-199.01773,-36.66713,1286.97351,-945.40552,66.65919,1263.61584,282.12219,70.14059,-3.20081,36.36119,-214.49762,43.87675,-1287.18164,283.68158,-3.65252,-407.02997,-176.46466,-0.45037
46,0.375,1003.39093,-55.49011,1247.51453,-200.01822,-37.08862,1287.02734,-945.49219,65.74454,1259.59070,268.12766,71.30946,-3.09889,64.83897,-214.50648,45.10985,-1301.41284,284.38568,-3.67576,-415.86243,-174.23361,-5.18858
47,0.383,1005.95508,-56.30333,1245.40076,-200.79153,-37.57626,1287.02002,-945.35846,64.72124,1255.94617,254.06171,72.44664,-3.01474,93.51591,-214.36554,46.44471,-1315.57544,285.18369,-3.76080,-426.97943,-172.59451,-8.07604
48,0.392,1008.34064,-57.13114,1243.92798,-201.34818,-38.15784,1286.89832,-945.02783,63.64073,1252.78442,239.98639,73.50082,-2.98164,122.20087,-214.17635,47.93374,-1329.61719,286.15384,-3.83633,-439.98328,-171.39082,-9.22727
49,0.400,1010.49261,-57.90675,1243.12634,-201.71002,-38.83558,1286.62097,-944.51697,62.59896,1250.21704,225.99548,74.45810,-2.99985,150.78343,-214.05656,49.60410,-1343.49634,287.18317,-3.81583,-453.94653,-170.39197,-9.39067
50,0.408,1012.36896,-58.61992,1243.02295,-201.89580,-39.58314,1286.16333,-943.84100,61.71463,1248.35400,212.17456,75.33121,-3.07028,179.22583,-214.05844,51.41404,-1357.19653,287.98605,-3.66302,-468.04272,-169.46228,-9.23857
51,0.417,1013.94098,-59.30173,1243.63330,-201.91106,-40.34782,1285.51331,-943.02643,61.10768,1247.27893,198.52545,76.14203,-3.20589,207.53078,-214.15158,53.25454,-1370.61597,288.46115,-3.23585,-481.93756,-168.54704,-9.11901
52,0.425,1015.20062,-59.99094,1244.95508,-201.75308,-41.06959,1284.66858,-942.11713,60.88182,1247.02368,184.96594,76.88626,-3.39214,235.73863,-214.30682,54.98590,-1383.40723,289.11096,-2.14242,-495.64246,-167.65475,-9.15720
53,0.433,1016.15594,-60.72236,1246.97144,-201.42273,-41.71146,1283.64050,-941.16797,61.10308,1247.55786,171.41052,77.55125,-3.57895,263.91861,-214.56216,56.46315,-1395.20496,290.69669,0.04875,-509.25897,-166.81808,-9.36308
54,0.442,1016.82050,-61.53895,1249.65820,-200.92831,-42.26551,1282.46118,-940.23077,61.77926,1248.79529,157.82050,78.16377,-3.73885,292.14569,-214.97920,57.55460,-1406.05127,293.21280,3.31943,-522.85065,-166.08665,-9.66689
55,0.450,1017.21338,-62.49711,1252.98206,-200.28613,-42.73022,1281.18469,-939.34210,62.85464,1250.61414,144.20242,78.78171,-3.86779,320.51038,-215.58847,58.17657,-1416.34216,295.78195,7.18354,-536.42065,-165.52090,-9.95495
56,0.458,1017.36053,-63.66364,1256.88794,-199.52594,-43.09903,1279.88452,-938.52441,64.22070,1252.88562,130.57266,79.46683,-3.92107,349.13641,-216.41341,58.31771,-1426.34167,297.69873,11.25353,-549.93329,-165.10545,-10.16114
57,0.467,1017.28857,-65.10289,1261.29309,-198.69150,-43.36045,1278.64819,-937.79376,65.74038,1255.50012,116.93134,80.22820,-3.85509,378.15372,-217.49609,58.02593,-1435.99316,298.80597,15.42961,-563.34644,-164.72447,-10.32010
58,0.475,1017.00671,-66.83024,1266.09277,-197.82988,-43.49254,1277.55884,-937.15833,67.28264,1258.37524,103.29510,80.99527,-3.71939,407.62640,-218.88515,57.41338,-1445.10388,299.05927,19.66036,-576.64063,-164.28662,-10.50484
59,0.483,1016.48358,-68.75818,1271.17590,-196.97748,-43.47225,1276.67407,-936.61133,68.74529,1261.44446,89.70911,81.71291,-3.60851,437.46600,-220.63065,56.68465,-1453.44165,298.56818,24.00738,-589.84875,-163.78500,-10.73816
60,0.492,1015.65948,-70.72862,1276.44531,-196.14700,-43.30067,1276.01135,-936.13080,70.05194,1264.64392,76.19678,82.38861,-3.56028,467.35297,-222.76575,56.08595,-1460.61719,297.81027,28.78946,-603.04980,-163.23199,-10.97671
61,0.500,1014.49420,-72.62152,1281.83423,-195.32373,-43.01599,1275.55078,-935.68463,71.13616,1267.91479,62.74152,83.03424,-3.56784,496.69803,-225.24484,55.75296,-1465.81738,297.20694,34.23800,-616.31549,-162.64006,-11.14020
62,0.508,1012.98901,-74.40759,1287.30688,-194.48862,-42.68853,1275.25818,-935.24036,71.93914,1271.22192,49.31042,83.66306,-3.62217,524.69189,-227.90749,55.56066,-1467.79846,296.58234,40.01737,-629.68011,-162.01624,-11.16972
63,0.517,1011.17175,-76.11509,1292.84424,-193.65294,-42.40173,1275.10583,-934.77637,72.42743,1274.56567,35.86310,84.31039,-3.69300,550.46893,-230.54398,55.11855,-1465.55786,295.35626,45.28398,-643.13947,-161.32466,-11.09739
64,0.525,1009.07843,-77.78748,1298.42603,-192.85904,-42.22457,1275.07849,-934.28894,72.60714,1277.97498,22.35736,85.01445,-3.72886,573.35181,-233.02007,53.96645,-1459.06226,293.10526,49.13105,-656.65875,-160.53258,-11.01454
65,0.533,1006.74554,-79.46574,1304.02051,-192.14920,-42.20135,1275.16772,-933.79236,72.52215,1281.48901,8.77142,85.80850,-3.70211,593.07513,-235.35092,51.81830,-1449.15991,289.58173,50.95775,-670.21814,-159.67511,-10.97614
66,0.542,1004.20532,-81.17960,1309.58887,-191.54205,-42.36780,1275.36975,-933.31409,72.24038,1285.13831,-4.89264,86.72447,-3.61975,609.85669,-237.66718,48.66589,-1436.89648,284.56931,50.88119,-683.84314,-158.78314,-10.98699
67,0.550,1001.48425,-82.93736,1315.09290,-191.02785,-42.76387,1275.68872,-932.88080,71.82564,1288.92798,-18.62219,87.81892,-3.47676,624.25348,-240.07770,44.71178,-1423.00635,278.20343,49.90314,-697.55713,-157.80634,-11.02914
68,0.558,998.60498,-84.72893,1320.49329,-190.57552,-43.42757,1276.13391,-932.50452,71.30737,1292.81470,-32.36609,89.15721,-3.24523,636.82880,-242.52682,40.21027,-1407.84656,271.14740,49.15948,-711.33276,-156.71335,-11.05692
69,0.567,995.59460,-86.54004,1325.74731,-190.14801,-44.38559,1276.71191,-932.18604,70.67682,1296.70532,-46.01892,90.65631,-2.95600,647.76910,-244.85300,35.35180,-1391.48364,264.11719,48.98392,-725.13892,-155.58603,-11.02877
70,0.575,992.48688,-88.35409,1330.81506,-189.71593,-45.64657,1277.42285,-931.92664,69.90881,1300.49524,-59.54657,92.04532,-2.72518,656.77490,-246.98618,30.26129,-1373.72974,257.31644,48.94026,-738.99323,-154.50815,-10.96568
71,0.583,989.31683,-90.14974,1335.66321,-189.26112,-47.19646,1278.26196,-931.72729,68.97917,1304.11084,-73.10742,93.14357,-2.63161,663.35181,-248.92867,25.04144,-1354.21509,250.47491,48.47021,-752.91638,-153.46393,-10.90757
72,0.592,986.11511,-91.90817,1340.26221,-188.77402,-49.00442,1279.21826,-931.58105,67.87838,1307.52307,-86.86450,94.04958,-2.63209,667.13312,-250.59758,19.81139,-1332.52881,243.27521,47.32574,-766.88593,-152.40009,-10.84804
73,0.600,982.90704,-93.61530,1344.57935,-188.24945,-51.03276,1280.27234,-931.47345,66.63814,1310.73474,-100.75446,94.96944,-2.62506,667.88971,-251.86237,14.75864,-1308.37903,235.63162,45.67452,-780.87823,-151.28992,-10.77362
74,0.608,979.71814,-95.25749,1348.57849,-187.68581,-53.23825,1281.39575,-931.38336,65.34579,1313.77051,-114.71075,95.98315,-2.55084,665.40924,-252.63609,10.17090,-1281.76843,227.84576,44.03009,-794.91656,-150.16460,-10.68425
75,0.617,976.57837,-96.81951,1352.22791,-187.08850,-55.57022,1282.55432,-931.28064,64.10800,1316.66760,-128.86780,97.01834,-2.42820,659.65045,-252.79045,6.35764,-1253.07898,220.56458,42.98624,-809.03772,-149.11771,-10.56925
76,0.625,973.51965,-98.28297,1355.50293,-186.46686,-57.97497,1283.71741,-931.12799,62.98897,1319.45129,-143.25256,97.98239,-2.31820,651.09460,-252.08467,3.49382,-1222.88953,214.29593,42.81403,-823.22620,-148.22188,-10.44221
77,0.633,970.57367,-99.62871,1358.38440,-185.82375,-60.40486,1284.87000,-930.88989,61.98539,1322.11829,-157.64752,98.81601,-2.29604,640.57074,-250.43974,1.59989,-1191.62170,208.89420,43.29735,-837.41284,-147.45987,-10.34592
78,0.642,967.77649,-100.84273,1360.85620,-185.15242,-62.82546,1286.01575,-930.54559,61.04394,1324.64600,-171.92664,99.48468,-2.41671,628.58130,-248.31369,0.60397,-1159.40393,203.69695,44.03713,-851.53186,-146.71606,-10.28817
79,0.650,965.16998,-101.91685,1362.90100,-184.44455,-65.21303,1287.17273,-930.09979,60.08849,1327.00903,-186.14233,100.08842,-2.62969,615.33472,-246.43198,0.24963,-1126.31152,198.20599,44.84872,-865.56067,-145.81627,-10.23565
80,0.658,962.79749,-102.84503,1364.49548,-183.70122,-67.53867,1288.36853,-929.58197,59.04340,1329.18774,-200.25513,100.85187,-2.78439,601.34216,-245.09973,0.11197,-1092.60266,192.44925,45.79245,-879.53802,-144.72098,-10.15949
81,0.667,960.70026,-103.62282,1365.61169,-182.94041,-69.75413,1289.63354,-929.03918,57.85218,1331.16785,-214.04950,101.89021,-2.73556,587.25665,-244.12837,-0.09016,-1058.63281,186.69391,46.97542,-893.53943,-143.63934,-10.06517
82,0.675,958.91205,-104.25551,1366.22473,-182.19901,-71.79669,1290.98560,-928.53333,56.49039,1332.93823,-227.26135,103.12337,-2.40387,573.32690,-243.31895,-0.33383,-1024.66528,181.12289,48.44135,-907.58643,-142.74445,-10.00678
83,0.683,957.44830,-104.76221,1366.31970,-181.53004,-73.61222,1292.41541,-928.13727,54.97047,1334.48743,-239.73090,104.41307,-1.78856,559.46649,-242.64513,-0.49448,-990.82373,175.82576,50.12651,-921.63037,-141.93260,-10.03273
84,0.692,956.29828,-105.16594,1365.89417,-180.99586,-75.17825,1293.88916,-927.91998,53.33860,1335.80029,-251.60736,105.69650,-0.93913,545.61084,-242.05159,-0.56401,-957.16162,170.85715,51.85536,-935.62817,-141.05084,-10.10024
85,0.700,955.43121,-105.48840,1364.95667,-180.65424,-76.49597,1295.35645,-927.93335,51.66347,1336.85461,-263.51904,107.02866,0.13917,531.78284,-241.40619,-0.63056,-923.73718,166.22220,53.41325,-949.55957,-140.11066,-10.12454
86,0.708,954.81158,-105.75276,1363.52209,-180.54602,-77.55827,1296.75793,-928.21301,50.01781,1337.62476,-276.45673,108.52097,1.55585,517.98566,-240.65308,-0.74399,-890.61853,161.87411,54.62364,-963.41986,-139.16626,-10.09119
87,0.717,954.40991,-105.97290,1361.60559,-180.69858,-78.34890,1298.03772,-928.78644,48.46536,1338.08777,-291.23352,110.21550,3.52925,504.20541,-239.83083,-0.87250,-857.84406,157.79387,55.38013,-977.22986,-138.23355,-10.02869
88,0.725,954.20544,-106.14008,1359.21533,-181.13866,-78.87375,1299.15552,-929.67804,47.06295,1338.22705,-307.81024,111.96095,6.43552,490.46329,-238.98090,-0.96371,-825.45276,154.06448,55.64975,-991.01422,-137.35257,-9.92490
89,0.733,954.18567,-106.23312,1356.35205,-181.89545,-79.16866,1300.09277,-930.91315,45.86293,1338.03040,-324.96350,113.40741,10.93604,476.79416,-238.11993,-1.00755,-793.55072,150.83875,55.45139,-1004.79730,-136.57632,-9.74619
90,0.742,954.34540,-106.24017,1353.01147,-182.99060,-79.27599,1300.84521,-932.51367,44.90365,1337.48779,-340.41382,114.22249,17.75965,463.21390,-237.25986,-1.03860,-762.24341,148.26724,54.79528,-1018.58911,-135.92792,-9.51456
91,0.750,954.68665,-106.16730,1349.18591,-184.42851,-79.22902,1301.41406,-934.47925,44.19800,1336.59265,-351.35699,114.28740,26.83441,449.71994,-236.42004,-1.10463,-731.50665,146.42288,53.64618,-1032.31714,-135.37308,-9.33764
92,0.758,955.22009,-106.03476,1344.87024,-186.19038,-79.05122,1301.80542,-936.77020,43.73089,1335.34338,-355.46942,113.65677,36.67006,436.30264,-235.61000,-1.23745,-701.27173,145.34000,51.97265,-1045.86328,-134.78101,-9.33401
93,0.767,955.96576,-105.86988,1340.07141,-188.22820,-78.75381,1302.03174,-939.31604,43.46747,1333.74756,-351.92639,112.50455,45.13248,422.92987,-234.80695,-1.42979,-671.65558,145.18857,49.76301,-1059.20728,-134.01588,-9.50678
94,0.775,956.94836,-105.69872,1334.80994,-190.46646,-78.34183,1302.11047,-942.03674,43.36985,1331.82556,-341.53357,111.12331,50.89662,409.52808,-233.97556,-1.63235,-642.97040,146.20563,46.95321,-1072.46960,-133.11751,-9.72323
95,0.783,958.18964,-105.53696,1329.11267,-192.81886,-77.82463,1302.06079,-944.85486,43.41400,1329.61157,-325.96429,109.78665,54.00827,396.03333,-233.11165,-1.78141,-615.50836,148.49104,43.42228,-1085.79578,-132.23541,-9.84666
96,0.792,959.70172,-105.38608,1323.00586,-195.21011,-77.21228,1301.89978,-947.69482,43.59647,1327.14648,-306.95715,108.57637,55.37868,382.45563,-232.24487,-1.84716,-589.43970,152.10696,39.08118,-1099.23096,-131.40295,-9.85352
97,0.800,961.48529,-105.24217,1316.51758,-197.58846,-76.51318,1301.64160,-950.48151,43.92798,1324.47058,-285.97925,107.36322,56.01429,368.85519,-231.39999,-1.85549,-564.88763,157.18079,33.96739,-1112.76587,-130.57706,-9.80411
98,0.808,963.52917,-105.10609,1309.68433,-199.92142,-75.73594,1301.30481,-953.14441,44.42162,1321.61365,-264.19507,105.88419,56.51034,355.27606,-230.56735,-1.86230,-542.03162,163.73427,28.30912,-1126.42700,-129.80887,-9.74022
99,0.817,965.80731,-104.97598,1302.55688,-202.18941,-74.88268,1300.92017,-955.62885,45.08713,1318.58716,-242.41858,103.86177,56.96498,341.71683,-229.72293,-1.91678,-521.22308,171.66708,22.49908,-1140.20276,-129.19672,-9.62966
100,0.825,968.27411,-104.83902,1295.21130,-204.39612,-73.95920,1300.52637,-957.90509,45.93070,1315.38269,-220.96014,101.13393,57.22678,328.15894,-228.88223,-2.01905,-503.03522,180.91817,16.98079,-1153.99951,-128.71173,-9.43717
101,0.833,970.86353,-104.68088,1287.75549,-206.57446,-72.99908,1300.16064,-959.96796,46.95225,1311.97839,-199.57166,97.67535,57.17464,314.60657,-228.08424,-2.10706,-488.13574,191.26398,12.12187,-1167.71313,-128.14270,-9.24388
102,0.842,973.49817,-104.49372,1280.31946,-208.76038,-72.05369,1299.85840,-961.82678,48.13691,1308.34814,-177.68658,93.55116,56.79782,301.07303,-227.31036,-2.11764,-477.09308,201.99280,8.12168,-1181.30115,-127.28603,-9.17883
103,0.850,976.10706,-104.27467,1273.03943,-210.96021,-71.15527,1299.65381,-963.49426,49.44843,1304.47534,-154.80420,88.89677,56.12050,287.54236,-226.49101,-2.05149,-470.21298,212.10419,4.92066,-1194.84644,-126.18662,-9.24337
104,0.858,978.63837,-104.02701,1266.04761,-213.14879,-70.30894,1299.57007,-964.97668,50.83800,1300.37317,-130.70520,83.86777,55.14793,273.97089,-225.58459,-1.96712,-467.34912,220.71339,2.19005,-1208.52063,-125.08943,-9.32246
105,0.867,981.06213,-103.76261,1259.46533,-215.28984,-69.52584,1299.60669,-966.27045,52.26262,1296.09766,-105.41937,78.58446,53.88917,260.31363,-224.60034,-1.91822,-467.85229,227.19937,-0.31311,-1222.41223,-124.17785,-9.31861
106,0.875,983.36243,-103.49721,1253.39856,-217.35550,-68.84952,1299.73779,-967.36530,53.69735,1291.75049,-79.08923,73.17557,52.41706,246.54895,-223.57974,-1.89542,-471.05774,231.38525,-2.39009,-1236.45239,-123.46074,-9.20351
107,0.883,985.52161,-103.24174,1247.93323,-219.33191,-68.33778,1299.91638,-968.24933,55.12790,1287.47791,-51.86572,67.86855,50.93655,232.68871,-222.58138,-1.83647,-476.98615,233.71016,-3.73565,-1250.50525,-122.81990,-9.01330
108,0.892,987.51251,-102.99760,1243.13696,-221.20435,-68.02409,1300.08276,-968.91553,56.52687,1283.46521,-23.90692,62.87002,49.71869,218.76964,-221.67935,-1.68479,-486.07886,234.97275,-4.41617,-1264.45081,-122.03832,-8.84191
