"Frame","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
16,0.125,1015.26593,-223.49194,1415.24939,-59.23500,-14.86077,1309.96350,-818.54388,59.97302,1318.63330,-184.50266,142.29262,106.50394,683.89941,-210.61884,2.04236,-410.30536,197.57149,-1.64552,-1273.13721,-53.48932,35.10684
17,0.133,1016.58539,-224.24902,1411.57666,-58.52706,-15.52119,1306.09302,-817.79303,60.83785,1316.57288,-164.92749,142.25864,116.29315,660.99841,-208.37915,0.29597,-427.34052,199.53181,-3.37359,-1267.29419,-53.95003,34.69744
18,0.142,1018.17401,-225.03215,1407.45349,-57.88149,-16.04318,1301.75073,-817.32813,61.49762,1314.29675,-143.28189,141.97662,124.53555,636.67902,-206.45145,-0.36296,-448.04468,201.37648,-4.12532,-1258.05762,-55.62792,32.56070
19,0.150,1020.09918,-225.81528,1402.88916,-57.27528,-16.37935,1297.07715,-817.13263,61.88707,1311.85229,-120.70565,141.24081,131.75299,611.95880,-204.84357,-0.53492,-471.48035,203.32642,-4.47359,-1245.09692,-58.53743,29.09776
20,0.158,1022.39459,-226.55916,1397.91150,-56.73683,-16.52013,1292.19031,-817.14508,62.01488,1309.22021,-98.04638,139.93930,138.13896,587.48499,-203.36253,-0.62785,-496.17120,205.36470,-4.78172,-1228.21362,-62.74118,25.03170
21,0.167,1025.04517,-227.21962,1392.57422,-56.34372,-16.49710,1287.17334,-817.28864,61.95403,1306.34534,-75.73147,138.09305,143.72987,563.35425,-201.81087,-0.78553,-520.95374,207.27388,-5.11622,-1207.95068,-67.85263,21.08923
22,0.175,1027.98572,-227.75124,1386.96704,-56.21122,-16.37191,1282.07556,-817.50879,61.79471,1303.20435,-53.58636,135.85690,148.58897,539.41034,-200.13147,-1.01353,-545.37292,208.83185,-5.44234,-1185.66626,-72.95500,17.89527
23,0.183,1031.10535,-228.11070,1381.22546,-56.48123,-16.20716,1276.92212,-817.78815,61.60518,1299.82385,-30.97934,133.38646,152.78023,515.54248,-198.37080,-1.31894,-569.42706,210.04282,-5.74732,-1162.81323,-77.18674,15.97076
24,0.192,1034.25586,-228.26199,1375.53015,-57.30727,-16.03703,1271.74817,-818.12909,61.42179,1296.25610,-7.24696,130.73224,156.21936,491.74713,-196.58708,-1.70716,-593.28333,211.17764,-6.04412,-1139.92603,-80.11787,15.43145
25,0.200,1037.26599,-228.18478,1370.08899,-58.81782,-15.83712,1266.64758,-818.52936,61.25388,1292.57495,17.98258,127.90364,158.67514,468.06140,-194.83304,-2.10354,-617.09863,212.54884,-6.32653,-1116.35803,-81.73470,15.88142
26,0.208,1039.96948,-227.88330,1365.10852,-61.04996,-15.49955,1261.79724,-818.97980,61.09315,1288.88306,44.71575,124.93293,159.87428,444.49786,-193.17371,-2.39347,-640.93359,214.27347,-6.54928,-1091.19446,-82.33376,16.87272
27,0.217,1042.24011,-227.38908,1360.75879,-63.87898,-14.86269,1257.43054,-819.47772,60.92147,1285.29712,72.72964,121.85813,159.56102,421.02615,-191.63698,-2.55268,-664.75574,216.20313,-6.65800,-1064.23792,-82.25819,18.25804
28,0.225,1044.01624,-226.75357,1357.15051,-67.00578,-13.80760,1253.77002,-820.02802,60.71872,1281.92908,101.81477,118.72154,157.55717,397.59549,-190.18475,-2.65046,-688.47009,218.04620,-6.63703,-1036.03015,-81.65730,20.05140
29,0.233,1045.29675,-226.03278,1354.33850,-70.05228,-12.34756,1250.95361,-820.63367,60.46653,1278.88867,131.92001,115.53780,153.80779,374.17752,-188.78610,-2.72656,-712.01324,219.60527,-6.54554,-1007.22382,-80.51085,22.18568
30,0.242,1046.11707,-225.27405,1352.33984,-72.72952,-10.63182,1248.99976,-821.29688,60.14100,1276.29077,163.12254,112.26155,148.37863,350.77979,-187.44664,-2.76379,-735.46240,220.93387,-6.48938,-978.04956,-78.74345,24.47253
31,0.250,1046.52197,-224.50739,1351.14758,-74.96079,-8.86036,1247.83240,-822.01971,59.71339,1274.25061,195.52353,108.81567,141.45268,327.40921,-186.13310,-2.76914,-758.99866,222.25256,-6.53272,-948.28149,-76.30047,26.70319
32,0.258,1046.55273,-223.73294,1350.73669,-76.86999,-7.18727,1247.34277,-822.79230,59.17218,1272.87231,229.17612,105.06206,133.29095,304.03418,-184.76544,-2.77211,-782.72247,223.71417,-6.64196,-917.66217,-73.21706,28.74072
33,0.267,1046.24072,-222.92004,1351.06750,-78.65765,-5.68948,1247.44055,-823.58411,58.53960,1272.24084,264.06561,100.79902,124.18578,280.57925,-183.28520,-2.75977,-806.55383,225.27606,-6.71565,-886.31781,-69.67440,30.58130
34,0.275,1045.60901,-222.03305,1352.09106,-80.45955,-4.38713,1248.08350,-824.35095,57.85505,1272.40857,300.11743,95.89340,114.49837,256.94009,-181.65208,-2.70908,-830.36072,226.79341,-6.66600,-854.72284,-65.98109,32.36467
35,0.283,1044.68445,-221.05919,1353.75195,-82.26963,-3.26676,1249.28491,-825.04846,57.14397,1273.38477,337.26041,90.38935,104.70123,233.03345,-179.86005,-2.64423,-854.13000,228.24023,-6.45768,-823.33484,-62.39671,34.20855
36,0.292,1043.50769,-220.00877,1355.98755,-83.95670,-2.30992,1251.09131,-825.64056,56.40595,1275.13269,375.46149,84.47764,95.28522,208.87808,-178.03236,-2.57911,-877.97266,229.86635,-6.06401,-792.34155,-58.97737,35.99875
37,0.300,1042.12988,-218.89728,1358.72437,-85.34303,-1.52892,1253.54089,-826.10266,55.62567,1277.57227,414.61115,78.34900,86.58974,184.58173,-176.35606,-2.46178,-902.00549,232.05795,-5.41455,-761.70300,-55.72304,37.49855
38,0.308,1040.60144,-217.73373,1361.88025,-86.27922,-0.97533,1256.63293,-826.41766,54.79251,1280.59167,454.40466,72.06934,78.74239,160.22336,-174.84956,-2.25441,-926.25238,234.89908,-4.45765,-731.33771,-52.78309,38.64917
39,0.317,1038.96606,-216.52255,1365.37378,-86.67983,-0.70760,1260.32764,-826.56946,53.92428,1284.07422,494.40292,65.60172,71.71329,135.80389,-173.33951,-2.00428,-950.64343,237.95547,-3.32269,-701.24060,-50.37862,39.59341
40,0.325,1037.26294,-215.27179,1369.12964,-86.52412,-0.75009,1264.56567,-826.54742,53.08980,1287.91541,534.24774,58.93224,65.41994,111.28622,-171.68912,-1.77712,-975.09473,240.67041,-2.30810,-671.46802,-48.65482,40.48357
41,0.333,1035.53296,-213.99667,1373.07703,-85.83971,-1.08038,1269.28613,-826.36609,52.39782,1292.03833,573.87817,52.23399,59.95784,86.63434,-169.91396,-1.58003,-999.58618,242.86978,-1.63632,-642.09607,-47.69652,41.41397
42,0.342,1033.81726,-212.71550,1377.14856,-84.69190,-1.65134,1274.42566,-826.07751,51.94220,1296.40906,613.47693,46.02328,55.84712,61.84583,-168.07658,-1.38206,-1024.18701,244.77817,-1.32310,-613.25708,-47.58762,42.44910
43,0.350,1032.15076,-211.44490,1381.28357,-83.18127,-2.42532,1279.90466,-825.74377,51.77225,1301.01270,652.92633,41.11756,53.86136,36.95276,-166.19193,-1.15858,-1048.99414,246.66293,-1.25303,-585.20752,-48.42966,43.58963
44,0.358,1030.55444,-210.20178,1385.42883,-81.43018,-3.38636,1285.61902,-825.39606,51.91916,1305.78552,690.99921,38.23811,54.22869,11.98273,-164.27063,-0.89611,-1073.93445,248.57129,-1.19519,-558.33667,-50.33534,44.68919
45,0.367,1029.03467,-209.01012,1389.53442,-79.55044,-4.51098,1291.42297,-825.03717,52.41220,1310.58618,725.08533,37.51229,55.84468,-13.05273,-162.35458,-0.59743,-1098.57629,250.45444,-0.66702,-533.15161,-53.36346,45.40267
46,0.375,1027.58545,-207.90076,1393.55688,-77.61440,-5.73236,1297.11548,-824.67700,53.26045,1315.22913,752.16882,38.40103,56.57309,-38.12646,-160.48506,-0.28598,-1122.22681,252.35124,1.05422,-510.24738,-57.45156,45.22118
47,0.383,1026.19104,-206.90009,1397.46411,-75.66482,-6.95380,1302.46558,-824.35028,54.43907,1319.52710,770.53107,40.23624,54.67216,-63.13977,-158.72218,0.05650,-1144.28455,254.23534,4.50485,-490.16309,-62.44629,43.60800
48,0.392,1024.82166,-206.01624,1401.23474,-73.75007,-8.09696,1307.26697,-824.10437,55.88530,1323.31604,780.63873,42.77797,49.94466,-87.81458,-157.15460,0.60671,-1164.48828,256.05991,9.73931,-473.19806,-68.15857,40.22865
49,0.400,1023.43469,-205.23322,1404.84790,-71.93397,-9.12305,1311.37732,-823.97003,57.49352,1326.47253,784.46631,46.10016,43.42729,-111.61963,-155.80521,1.76217,-1182.80615,258.04181,16.57623,-459.36548,-74.41247,35.17321
50,0.408,1021.98578,-204.52199,1408.27783,-70.27193,-10.01355,1314.71960,-823.93256,59.12193,1328.93091,784.01440,50.12623,36.15333,-133.87610,-154.58649,4.04498,-1199.06494,260.17432,24.59261,-448.44965,-81.09315,28.96658
51,0.417,1020.43909,-203.85670,1411.49805,-68.78575,-10.74596,1317.25757,-823.92419,60.60592,1330.69373,780.23871,54.60254,28.48222,-153.92847,-153.44046,7.89450,-1212.69360,261.69418,32.93616,-440.13013,-88.07759,22.35368
52,0.425,1018.77258,-203.21339,1414.48218,-67.46114,-11.29019,1318.96570,-823.84595,61.76602,1331.82373,772.99835,59.43284,20.51754,-171.13892,-152.47307,13.57674,-1222.91370,261.78714,40.76449,-434.19342,-95.15921,16.05814
53,0.433,1016.98322,-202.56728,1417.20374,-66.26719,-11.62178,1319.81653,-823.60565,62.43505,1332.41577,761.86511,64.63594,12.80815,-184.71722,-151.85590,21.25421,-1229.25085,260.33060,47.59654,-430.69531,-102.09794,10.58876
54,0.442,1015.09235,-201.90468,1419.63489,-65.18102,-11.73817,1319.79688,-823.15387,62.51346,1332.56030,747.05658,69.83463,6.43349,-193.62598,-151.68504,30.89732,-1231.76904,257.70770,53.12265,-429.99109,-108.63255,6.07834
55,0.450,1013.14270,-201.23061,1421.75000,-64.20296,-11.66442,1318.93311,-822.50391,62.01366,1332.31433,729.49323,74.18742,2.29782,-196.82782,-152.02139,41.90889,-1230.77271,254.50209,57.19135,-432.71588,-114.40939,2.26367
56,0.458,1011.18909,-200.56334,1423.53101,-63.35501,-11.44370,1317.29932,-821.72998,61.06317,1331.69263,709.88116,77.16461,0.35627,-193.83521,-152.94818,52.97060,-1226.47437,251.39377,59.91059,-439.69629,-118.93683,-1.25564
57,0.467,1009.29565,-199.92896,1424.97168,-62.66590,-11.12325,1315.00623,-820.94629,59.87082,1330.68091,688.29077,79.08630,-0.26754,-185.00861,-154.54312,62.62973,-1218.99377,248.96799,61.35088,-451.65063,-121.69180,-4.56601
58,0.475,1007.53485,-199.35875,1426.07898,-62.16099,-10.74672,1312.18787,-820.28534,58.67074,1329.26465,664.89703,80.65837,-0.46134,-171.28143,-156.87656,70.15723,-1208.34998,247.47231,61.24838,-468.68701,-122.45168,-7.26323
59,0.483,1005.97705,-198.87997,1426.87402,-61.86794,-10.35018,1308.98425,-819.87567,57.66698,1327.45178,640.45349,82.29534,-0.64002,-153.72021,-159.97629,75.72498,-1194.27673,246.76762,59.30938,-489.92194,-121.56796,-8.90627
60,0.492,1004.67480,-198.50284,1427.38586,-61.82712,-9.95670,1305.52319,-819.81848,56.99935,1325.27441,615.79504,84.01913,-0.87406,-133.28052,-163.70551,79.87628,-1176.31714,246.50786,55.64927,-513.67889,-119.80141,-9.55767
61,0.500,1003.65216,-198.22372,1427.64539,-62.09522,-9.57717,1301.91064,-820.17987,56.72411,1322.78101,591.31610,85.72815,-1.14267,-110.69995,-167.73718,83.02469,-1154.25854,246.36087,50.76312,-538.29840,-117.85074,-9.68323
62,0.508,1002.90039,-198.04704,1427.68652,-62.74178,-9.22832,1298.23279,-820.99689,56.80361,1320.02234,567.02502,87.36736,-1.43507,-86.49939,-171.68890,85.32619,-1128.38062,246.10619,45.32888,-562.83264,-116.04204,-9.71765
63,0.517,1002.37732,-197.99957,1427.55835,-63.83662,-8.94980,1294.56421,-822.26923,57.12504,1317.03101,542.86121,88.92457,-1.75100,-61.07819,-175.24487,86.75967,-1099.40405,245.55988,40.12124,-587.03198,-114.35266,-9.88893
64,0.525,1002.00885,-198.11815,1427.33008,-65.42890,-8.78621,1290.97607,-823.93579,57.55058,1313.80640,518.82996,90.43923,-2.07149,-34.77087,-178.21533,87.27579,-1068.44934,244.51601,35.93013,-610.96912,-112.64102,-10.23285
65,0.533,1001.69604,-198.42024,1427.08948,-67.53240,-8.75250,1287.54028,-825.87286,57.95638,1310.34619,494.95120,91.98973,-2.36140,-7.81268,-180.60362,86.96731,-1036.86328,242.81653,33.34866,-634.78387,-110.87193,-10.63285
66,0.542,1001.33008,-198.88074,1426.94153,-70.12691,-8.84348,1284.32849,-827.93634,58.23956,1306.69299,471.22763,93.59945,-2.62146,19.71375,-182.60931,86.11366,-1005.62268,240.37115,32.45850,-658.55676,-109.13998,-10.93481
67,0.550,1000.81171,-199.43561,1427.00208,-73.15576,-9.07865,1281.40759,-830.01294,58.33050,1302.92334,447.63947,95.23856,-2.89054,47.86920,-184.50650,85.02242,-974.80237,237.13550,32.88335,-682.27612,-107.52136,-11.06741
68,0.558,1000.06805,-200.01617,1427.38245,-76.50685,-9.50730,1278.83374,-832.04614,58.22598,1299.10535,424.13248,96.90059,-3.18741,76.77094,-186.51649,83.84940,-943.84808,233.13750,34.26825,-705.91663,-105.96604,-11.08409
69,0.567,999.05908,-200.58382,1428.17004,-80.00121,-10.16274,1276.64758,-834.03363,58.00118,1295.29272,400.64102,98.59657,-3.48988,106.50806,-188.76772,82.56126,-912.38519,228.44693,36.44983,-729.51392,-104.34819,-11.12098
70,0.575,997.77429,-201.13512,1429.41687,-83.41707,-11.02948,1274.88049,-835.99786,57.77491,1291.55823,377.13309,100.33360,-3.75832,137.14206,-191.29335,80.99400,-880.62244,223.13879,39.21021,-753.13348,-102.58582,-11.28332
71,0.583,996.22620,-201.68576,1431.14099,-86.55190,-12.05048,1273.56360,-837.93378,57.65443,1288.03040,353.63165,102.12474,-3.96770,168.73230,-194.03339,78.94158,-849.07983,217.35574,42.22414,-776.79773,-100.70601,-11.55438
72,0.592,994.44098,-202.25401,1433.33557,-89.28123,-13.13726,1272.72778,-839.76624,57.70033,1284.89954,330.18845,103.99693,-4.10697,201.31851,-196.86462,76.25876,-818.10303,211.26611,45.25687,-800.48993,-98.81020,-11.81355
73,0.600,992.44940,-202.85110,1435.97437,-91.57124,-14.17459,1272.39417,-841.35272,57.92522,1282.37573,306.81052,106.01843,-4.13621,234.89978,-199.64037,72.91990,-787.61426,204.90533,48.23630,-824.20099,-96.97279,-11.94842
74,0.608,990.27808,-203.48174,1439.01648,-93.45519,-15.05046,1272.57288,-842.53491,58.31630,1280.62512,283.39383,108.20999,-4.01051,269.43646,-202.22260,69.01676,-757.29498,198.26303,51.14698,-847.93793,-95.20575,-11.95113
75,0.617,987.94983,-204.14951,1442.41125,-94.99722,-15.69457,1273.27698,-843.21045,58.86282,1279.72571,259.77124,110.40742,-3.74579,304.85248,-204.53200,64.75269,-727.01642,191.47197,53.90502,-871.73260,-93.48820,-11.90181
76,0.625,985.49347,-204.85991,1446.10071,-96.25064,-16.08874,1274.52759,-843.39331,59.56956,1279.66602,235.88321,112.47115,-3.37540,341.00604,-206.59114,60.43003,-697.02875,184.71678,56.32099,-895.66461,-91.78126,-11.87184
77,0.633,982.95337,-205.62549,1450.01721,-97.23002,-16.25623,1276.34106,-843.22772,60.45219,1280.37927,211.84366,114.48045,-2.93618,377.62363,-208.47676,56.37899,-667.73773,178.12233,58.19555,-919.80457,-90.06894,-11.86454
78,0.642,980.38971,-206.46500,1454.08655,-97.91670,-16.24840,1278.71277,-842.93073,61.51741,1281.77747,187.75439,116.45908,-2.53514,414.29443,-210.19064,52.85260,-639.39374,171.79678,59.41441,-944.13257,-88.38959,-11.84237
79,0.650,977.87219,-207.39027,1458.23218,-98.28535,-16.13188,1281.61670,-842.69244,62.73304,1283.76770,163.52777,118.22328,-2.27258,450.62314,-211.60556,49.96250,-611.93994,165.82121,59.95122,-968.57373,-86.79830,-11.74083
80,0.658,975.47314,-208.40382,1462.37708,-98.32182,-15.96906,1285.01038,-842.60773,64.01092,1286.25964,139.00305,119.64145,-2.13587,486.44769,-212.58432,47.71729,-585.08722,160.28438,59.90768,-993.07501,-85.29172,-11.47980
81,0.667,973.25916,-209.51064,1466.44604,-98.02068,-15.78688,1288.83313,-842.67200,65.22685,1289.17444,114.18906,120.84061,-2.03349,521.88916,-213.18243,46.19588,-558.62280,155.43918,59.53658,-1017.64612,-83.76407,-11.07894
82,0.675,971.28040,-210.71608,1470.37463,-97.37924,-15.55693,1293.00330,-842.81927,66.27237,1292.44006,89.24995,122.08351,-1.87580,557.06964,-213.75391,45.72622,-532.67914,151.71651,59.06371,-1042.37500,-82.09576,-10.70305
83,0.683,969.56641,-212.00969,1474.11719,-96.41199,-15.22507,1297.42322,-842.96674,67.09650,1295.96985,64.26687,123.51270,-1.63515,591.54803,-214.81766,46.73289,-507.70605,149.47263,58.41957,-1067.32898,-80.32063,-10.48276
84,0.692,968.12775,-213.36249,1477.64575,-95.17252,-14.76847,1301.98413,-843.04620,67.70035,1299.64856,39.20049,125.10042,-1.35035,623.82123,-216.67967,49.09689,-484.28799,148.75665,57.14800,-1092.40198,-78.65865,-10.34248
85,0.700,966.95520,-214.73599,1480.93823,-93.74650,-14.20975,1306.56262,-843.01843,68.10170,1303.33459,14.10297,126.76835,-1.09441,651.50165,-219.08087,51.61549,-462.99304,149.41702,54.59283,-1117.27856,-77.36358,-10.00493
86,0.708,966.02173,-216.08752,1483.97046,-92.22411,-13.58769,1311.01624,-842.87292,68.31544,1306.86877,-10.79453,128.49240,-0.94542,672.41071,-221.26790,52.47753,-444.27249,151.40349,50.26723,-1141.51355,-76.57132,-9.03077
87,0.717,965.28882,-217.37811,1486.71655,-90.68522,-12.93742,1315.19128,-842.62372,68.36189,1310.08679,-35.24047,130.30203,-0.89828,685.78998,-222.52101,50.52412,-428.38965,154.88895,44.17907,-1164.65186,-76.23679,-6.92062
88,0.725,964.71106,-218.58063,1489.15063,-89.18720,-12.27896,1318.92871,-842.30524,68.27415,1312.83386,-59.22380,132.17448,-0.64877,692.58325,-222.67461,45.92339,-415.35193,160.06635,36.84000,-1186.37183,-76.09713,-3.44111
89,0.733,964.23682,-219.68283,1491.24866,-87.74951,-11.60788,1322.07129,-841.95776,68.09306,1314.97974,-83.09312,134.02084,0.63750,694.72241,-222.11467,39.69376,-404.95206,166.87936,28.99802,-1206.62219,-75.80063,1.15011
90,0.742,963.81128,-220.68860,1492.98755,-86.37115,-10.92231,1324.48706,-841.59625,67.87704,1316.43494,-107.07542,135.75368,4.39235,694.05957,-221.31613,32.91461,-397.01227,175.01704,21.41768,-1225.60669,-75.21043,6.37495
91,0.750,963.38708,-221.60893,1494.34167,-85.06770,-10.26262,1326.09619,-841.18829,67.72474,1317.15527,-130.15698,137.25299,12.38194,691.51367,-220.51521,26.32113,-391.59473,184.04413,14.77691,-1243.50574,-74.42025,11.88106
92,0.758,962.93494,-222.44987,1495.28259,-83.87361,-9.70134,1326.86951,-840.66559,67.77129,1317.14417,-149.50412,138.37767,25.75558,686.81390,-219.78523,20.18977,-388.99432,193.43088,9.52052,-1260.06812,-73.38549,17.33889
93,0.767,962.44684,-223.21915,1495.78491,-82.82137,-9.30271,1326.80225,-839.97205,68.13920,1316.46960,-161.67575,139.08110,43.72681,678.92694,-219.17181,14.47539,-389.63696,202.50470,5.63980,-1274.43689,-71.79399,22.30625
94,0.775,961.93488,-223.94180,1495.82825,-81.93056,-9.09990,1325.89697,-839.12537,68.86474,1315.28479,-164.75858,139.43288,63.47553,666.86664,-218.59595,9.25979,-393.91150,210.48199,2.66483,-1285.44080,-69.43821,26.42841
95,0.783,961.43066,-224.65924,1495.39758,-81.20283,-9.08985,1324.17505,-838.23706,69.86842,1313.79236,-159.18875,139.63190,81.88368,650.38190,-217.76045,5.02449,-401.92157,216.71417,0.14864,-1292.10669,-66.60122,29.53491
96,0.792,960.98566,-225.41319,1494.48352,-80.62270,-9.23627,1321.69360,-837.46393,71.00411,1312.15686,-146.80524,140.01912,97.32472,630.09137,-216.36694,2.23126,-413.50269,220.99561,-1.86819,-1294.00232,-64.06232,31.51023
97,0.800,960.66846,-226.22928,1493.08301,-80.16725,-9.47608,1318.54602,-836.93774,72.12247,1310.45044,-129.63693,140.86546,109.85945,607.10638,-214.44179,0.78517,-428.68027,223.68745,-3.15979,-1291.23694,-62.68905,32.22483
98,0.808,960.55542,-227.11203,1491.20154,-79.81803,-9.72636,1314.84778,-836.72369,73.09641,1308.66492,-109.36268,142.11464,120.28656,582.59595,-212.35724,0.19836,-447.71606,225.54509,-3.84780,-1284.16614,-62.90835,31.52968
99,0.817,960.71539,-228.05083,1488.85608,-79.57137,-9.90049,1310.71936,-836.82233,73.82425,1306.76001,-87.25198,143.40601,129.29622,557.55682,-210.47345,0.03796,-470.23315,227.29459,-4.25795,-1273.03650,-64.59708,29.32886
100,0.825,961.19342,-229.02464,1486.07581,-79.43887,-9.93791,1306.26697,-837.20056,74.23969,1304.71619,-64.26287,144.30568,137.22992,532.68396,-208.82820,0.02590,-494.80453,229.27573,-4.56075,-1257.97754,-67.41109,25.80391
101,0.833,962.00305,-230.00694,1482.90259,-79.43855,-9.83308,1301.57056,-837.81360,74.34305,1302.54431,-41.10748,144.52441,144.20126,508.25000,-207.24344,-0.02181,-519.85944,231.39946,-4.80598,-1239.48547,-70.96246,21.63565
102,0.842,963.12756,-230.97244,1479.39490,-79.59755,-9.64712,1296.68689,-838.59583,74.23057,1300.24609,-18.21480,143.98549,150.24466,484.14804,-205.57864,-0.19509,-544.57196,233.34727,-5.04445,-1218.81140,-74.64942,17.94160
103,0.850,964.51715,-231.89684,1475.63428,-79.97169,-9.49218,1291.66675,-839.45197,74.06802,1297.80212,4.33788,142.70055,155.38661,460.18210,-203.80069,-0.50086,-568.81262,234.89664,-5.31254,-1197.45789,-77.63065,15.72216
104,0.858,966.08044,-232.75368,1471.73303,-80.65019,-9.46883,1286.57849,-840.27588,74.00723,1295.21985,26.83042,140.68994,159.67067,436.29410,-201.94975,-0.89314,-592.75226,236.15518,-5.60091,-1175.97119,-79.26443,15.16874
105,0.867,967.68677,-233.51642,1467.83569,-81.73144,-9.58066,1281.52332,-840.98041,74.12125,1292.55334,49.75729,138.15152,163.18071,412.50461,-200.10582,-1.28943,-616.59583,237.43365,-5.86280,-1153.48218,-79.60875,15.74949
106,0.875,969.19049,-234.16049,1464.10046,-83.28906,-9.70476,1276.63831,-841.52283,74.40752,1289.86414,73.58624,135.51033,166.01021,388.81293,-198.33910,-1.61034,-640.44531,238.92641,-6.04912,-1128.83459,-79.32579,17.02290
107,0.883,970.46185,-234.66237,1460.66992,-85.33153,-9.64431,1272.08240,-841.92029,74.82898,1287.19104,98.60475,133.08922,168.12204,365.20490,-196.66696,-1.83952,-664.30737,240.61691,-6.14068,-1101.89282,-78.98056,18.97752
108,0.892,971.40417,-235.00479,1457.64868,-87.76545,-9.22124,1268.00879,-842.24023,75.33997,1284.55762,124.90751,130.87283,169.25919,341.65988,-195.06921,-2.03029,-688.15649,242.41818,-6.15261,-1073.48987,-78.49785,21.64338
109,0.900,971.96002,-235.18750,1455.10327,-90.40089,-8.34938,1264.53528,-842.56458,75.87689,1281.99658,152.46295,128.67166,169.05302,318.16397,-193.52538,-2.23492,-711.95117,244.23618,-6.12381,-1044.47400,-77.31862,24.80389
