"Frame#","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
97,1.600,888.78400,-66.89241,1400.07263,-305.01404,-45.06018,1305.21008,-1051.58960,-54.70821,1293.16284,450.57761,78.36241,4.52905,-331.48026,-219.63870,102.27335,-1388.88953,127.35422,46.01947,-604.92480,-186.13708,5.14795
98,1.617,892.11639,-66.70704,1393.74475,-302.65439,-45.25271,1298.06921,-1050.00024,-56.38165,1287.89355,401.60410,78.22399,3.81738,-284.22607,-225.80176,110.95672,-1358.90149,132.15858,38.98201,-650.17847,-186.67357,3.52163
99,1.633,897.12390,-67.22340,1385.92920,-301.33569,-46.18278,1290.07800,-1049.83203,-57.38713,1281.33228,353.68262,77.71165,2.75008,-232.99458,-228.78159,117.14680,-1314.78638,138.30026,28.71407,-698.93536,-187.88217,3.94175
100,1.650,902.97095,-68.66129,1377.27405,-301.45154,-47.55206,1281.83008,-1050.64148,-58.17832,1273.86084,306.31845,76.93243,2.04781,-179.28276,-229.65814,123.23895,-1264.53967,142.83510,22.41530,-745.99622,-188.69157,3.10428
101,1.667,908.11481,-70.36900,1369.17737,-303.66983,-49.18202,1273.96240,-1051.89783,-58.95562,1266.11731,260.24661,76.36941,1.66425,-122.67667,-229.17558,128.74670,-1215.77600,142.94824,22.44441,-792.65314,-189.06750,2.10052
102,1.683,911.44293,-71.95191,1363.13257,-308.44958,-51.68159,1267.42017,-1053.42102,-59.21287,1258.68372,214.44922,76.17265,1.50105,-62.20132,-227.32452,131.56004,-1165.22778,138.59947,26.09850,-839.39648,-189.37993,1.68252
103,1.700,912.90997,-73.57098,1359.92407,-314.60593,-55.38454,1263.13513,-1055.38770,-58.04083,1252.11243,168.00867,76.12367,1.34094,1.77891,-223.71036,128.94789,-1109.57776,131.80453,30.97188,-885.48730,-189.95441,1.33630
104,1.717,913.04694,-75.19022,1359.46619,-319.35016,-59.27948,1261.35559,-1057.69055,-55.03429,1247.41907,121.24832,75.84573,1.27290,68.72292,-218.50940,120.70689,-1051.77698,122.15070,35.85926,-931.82727,-190.58160,1.07935
105,1.733,912.26489,-76.58781,1361.32642,-320.76959,-61.93645,1261.81250,-1059.42444,-50.76563,1245.94849,74.02284,75.35908,1.38850,138.35783,-212.48386,109.15515,-993.89178,109.31470,40.66002,-979.33813,-190.69510,1.14344
106,1.750,910.75549,-77.81829,1365.11829,-319.66553,-62.93664,1264.50623,-1059.61243,-46.25723,1248.40491,25.78641,74.87615,1.55972,210.54956,-206.10849,96.56435,-935.19092,95.53407,46.24609,-1027.70313,-190.51303,1.31093
