"Frame","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
11,0.083,1007.68036,-243.23573,1403.20129,-109.60488,-111.70603,1263.88159,-855.35999,-11.45217,1282.67566,363.25397,-16.76437,-4.30280,104.24788,-317.22208,84.02180,-974.85181,169.19754,35.60552,-770.09125,-170.82407,-11.97207
12,0.092,1007.57135,-243.20628,1403.66284,-112.09807,-113.47778,1262.25110,-856.59692,-11.19336,1279.91956,339.72296,-15.03784,-4.49708,137.64973,-320.51117,82.76174,-941.30994,163.25586,38.13042,-793.94611,-169.06104,-11.97142
13,0.100,1007.17212,-243.18102,1404.64331,-114.30943,-115.45492,1261.16772,-857.72186,-10.83326,1277.75293,316.23721,-13.36417,-4.67866,172.02287,-323.63449,80.93059,-908.71143,156.80363,41.12428,-817.81287,-167.32709,-12.03354
14,0.108,1006.49585,-243.12215,1406.11829,-116.15401,-117.46703,1260.66968,-858.56647,-10.39200,1276.37915,292.81189,-11.74259,-4.84057,207.27080,-326.48425,78.55049,-877.18628,150.01945,44.29580,-841.59009,-165.66864,-12.12952
15,0.117,1005.56598,-243.00026,1408.04700,-117.60992,-119.34656,1260.78125,-858.98743,-9.88333,1275.91650,269.35727,-10.14507,-4.96167,243.25554,-329.02109,75.78152,-846.60974,143.16443,47.44275,-865.29626,-164.01988,-12.21052
16,0.125,1004.41974,-242.80067,1410.37830,-118.70340,-120.97863,1261.50403,-858.93750,-9.28659,1276.38342,245.70135,-8.48049,-4.99168,279.82074,-331.22864,72.83820,-816.67920,136.35123,50.32047,-889.05408,-162.25212,-12.23907
17,0.133,1003.10382,-242.52669,1413.05286,-119.48878,-122.32539,1262.82715,-858.50085,-8.54892,1277.72253,221.72531,-6.66330,-4.88508,316.79291,-333.04315,69.90071,-787.06445,129.43716,52.59258,-912.99902,-160.29749,-12.20925
18,0.142,1001.66779,-242.20514,1416.00598,-120.01191,-123.40084,1264.74121,-857.85687,-7.62381,1279.83386,197.44479,-4.70327,-4.66332,353.94940,-334.30838,67.07052,-757.56189,122.31963,54.04482,-937.18604,-158.21727,-12.14769
19,0.150,1000.16211,-241.87505,1419.16895,-120.26920,-124.22281,1267.23828,-857.19196,-6.51253,1282.59570,172.95807,-2.70673,-4.41472,391.00928,-334.78366,64.34334,-728.12244,115.14474,54.73152,-961.57251,-156.14409,-12.05914
20,0.158,998.63843,-241.55988,1422.47058,-120.20988,-124.79317,1270.29919,-856.62799,-5.27089,1285.88062,148.36664,-0.79202,-4.20983,427.72375,-334.22220,61.58786,-698.76703,108.23409,54.91543,-986.08838,-154.21829,-11.89950
21,0.167,997.14789,-241.26369,1425.84155,-119.78500,-125.11639,1273.88818,-856.20380,-3.98228,1289.57861,123.72726,0.99955,-4.03133,464.03510,-332.52222,58.65203,-669.52716,101.98567,54.94042,-1010.70886,-152.56514,-11.63643
22,0.175,995.74249,-240.98976,1429.21692,-118.99113,-125.21890,1277.95459,-855.89349,-2.72842,1293.61560,99.02698,2.70313,-3.80669,500.15869,-329.89606,55.60919,-640.46326,96.76189,55.08660,-1035.42993,-151.17451,-11.29967
23,0.183,994.47687,-240.74330,1432.53503,-117.87384,-125.13651,1282.43567,-855.63599,-1.58101,1297.94336,74.21771,4.35737,-3.50572,536.37366,-326.95535,52.96357,-611.70709,92.77385,55.44219,-1060.22998,-149.85352,-10.96496
24,0.192,993.39862,-240.52278,1435.73840,-116.49893,-124.88380,1287.25464,-855.36523,-0.60322,1302.50916,49.26740,5.95434,-3.18275,572.41718,-324.58929,51.57158,-583.52869,90.03252,55.86285,-1085.09521,-148.42346,-10.70186
25,0.200,992.53516,-240.32420,1438.77747,-114.92969,-124.44927,1292.31348,-855.03699,0.15555,1307.22485,24.15643,7.47957,-2.91471,606.88202,-323.58109,52.05242,-556.39331,88.38016,56.01634,-1109.93848,-146.82370,-10.46512
26,0.208,991.89313,-240.14850,1441.61157,-113.23028,-123.82400,1297.48462,-854.64624,0.66188,1311.95020,-1.10992,8.99781,-2.70750,637.46643,-324.06790,53.94110,-530.90399,87.64273,55.46747,-1134.40454,-145.05858,-9.94327
27,0.217,991.46252,-239.99387,1444.20825,-111.46291,-123.02484,1302.61670,-854.23083,0.88892,1316.50085,-26.41364,10.62860,-2.48732,662.21881,-325.25327,55.54759,-507.61371,87.78908,53.79074,-1157.95972,-143.36006,-8.54931
28,0.225,991.21375,-239.84669,1446.54407,-109.67029,-122.09532,1307.54504,-853.85474,0.81304,1320.67822,-51.44446,12.43268,-2.19340,680.52747,-325.89090,55.06986,-486.85571,88.97645,50.73820,-1180.31702,-142.37497,-5.70468
29,0.233,991.09607,-239.68777,1448.60498,-107.87550,-121.09921,1312.09570,-853.57349,0.43083,1324.30432,-75.75830,14.39958,-1.80645,692.89362,-325.23807,51.91145,-468.71613,91.44171,46.35389,-1201.52930,-142.67068,-1.25828
30,0.242,991.04584,-239.50412,1450.38098,-106.09303,-120.10592,1316.09534,-853.39435,-0.21831,1327.24683,-99.07343,16.51408,-1.23599,700.21124,-323.42969,46.75863,-453.11060,95.29338,40.91741,-1221.54736,-143.91394,4.37566
31,0.250,990.99945,-239.29485,1451.86023,-104.33602,-119.17637,1319.39929,-853.25146,-1.04518,1329.42920,-121.61847,18.77627,-0.14864,703.44891,-320.98026,40.60993,-439.91376,100.47910,34.88550,-1239.99170,-145.02028,10.48795
32,0.258,990.90503,-239.06985,1453.02979,-102.61933,-118.35800,1321.91821,-853.01672,-1.92122,1330.83447,-143.93097,21.19346,2.27614,703.52881,-318.17969,34.05893,-429.10132,106.95322,28.91469,-1256.34937,-145.11996,16.42815
33,0.267,990.73102,-238.84291,1453.87573,-100.95454,-117.67442,1323.61401,-852.55579,-2.69923,1331.50964,-165.86224,23.75235,7.51314,701.00159,-314.97729,27.35535,-420.82935,114.64468,23.70500,-1270.11804,-144.05064,21.83660
34,0.275,990.47137,-238.62614,1454.38049,-99.35789,-117.12874,1324.47375,-851.80115,-3.24390,1331.56189,-185.62408,26.32499,17.16498,695.75134,-311.20300,20.71729,-415.44489,123.17293,19.59547,-1280.84656,-142.12077,26.66784
35,0.283,990.14203,-238.42787,1454.52637,-97.87087,-116.72693,1324.49475,-850.77966,-3.46085,1331.12268,-200.10297,28.60526,31.55957,687.17041,-306.79016,14.43195,-413.49457,131.85233,16.30137,-1288.15369,-139.74135,30.95088
36,0.292,989.77155,-238.24879,1454.30225,-96.55151,-116.47552,1323.68567,-849.58093,-3.30651,1330.28992,-206.58636,30.25940,48.82668,674.71570,-301.93967,8.87744,-415.67542,140.04753,13.09746,-1291.73584,-137.35873,34.56416
37,0.300,989.39594,-238.08371,1453.70227,-95.43988,-116.35446,1322.07776,-848.31555,-2.79027,1329.10034,-204.33118,31.21801,65.88596,658.30963,-297.19824,4.53301,-422.55768,147.28314,9.36177,-1291.48999,-135.50980,37.20064
38,0.308,989.06201,-237.93124,1452.72424,-94.54141,-116.30740,1319.73413,-847.09680,-1.98002,1327.54749,-194.48413,31.76527,80.43745,638.35266,-293.22949,1.72948,-434.12878,153.09924,5.16211,-1287.59937,-134.65849,38.44923
39,0.317,988.83057,-237.79597,1451.36902,-93.83405,-116.25712,1316.74829,-846.03436,-0.99733,1325.61316,-178.94995,32.29025,91.89977,615.60791,-290.36691,0.31771,-449.62524,157.24063,1.34392,-1280.33313,-135.04510,38.04289
40,0.325,988.77197,-237.67905,1449.64563,-93.28228,-116.12928,1313.23376,-845.22003,0.00586,1323.29199,-159.53882,33.01751,100.89697,591.12885,-288.44449,-0.23883,-468.14001,160.05305,-1.19051,-1269.75952,-136.73120,36.08416
41,0.333,988.95245,-237.56937,1447.57813,-92.85484,-115.87016,1309.30847,-844.70709,0.88685,1320.60071,-137.68243,33.94620,108.31927,566.03748,-287.01480,-0.45426,-489.26416,162.26001,-2.33450,-1255.69482,-139.60884,32.92944
42,0.342,989.41895,-237.44414,1445.21204,-92.54239,-115.45602,1305.08105,-844.50000,1.55379,1317.57104,-114.47095,34.85393,114.73930,541.12323,-285.65549,-0.60791,-512.56769,164.23915,-2.74903,-1237.94617,-143.40385,28.96164
43,0.350,990.18835,-237.27409,1442.61377,-92.36193,-114.89894,1300.64392,-844.56323,1.98646,1314.24170,-90.75964,35.38263,120.35207,516.63702,-284.13824,-0.80028,-537.00195,165.86786,-3.14524,-1216.73511,-147.75647,24.61951
44,0.358,991.24103,-237.02472,1439.86597,-92.34886,-114.24207,1296.06702,-844.84302,2.22589,1310.65625,-67.11694,35.28944,125.21255,492.45868,-282.42105,-1.04201,-561.56024,167.12378,-3.77833,-1192.99316,-152.19441,20.54067
45,0.367,992.51984,-236.66312,1437.06299,-92.55569,-113.53770,1291.39075,-845.28326,2.34195,1306.86536,-43.67169,34.60183,129.40768,468.40167,-280.57382,-1.31747,-585.95544,168.58023,-4.33647,-1168.10889,-156.09972,17.46642
46,0.375,993.93726,-236.17427,1434.30994,-93.06171,-112.82365,1286.63757,-845.82635,2.40331,1302.92651,-20.14990,33.53130,133.03954,444.40112,-278.69727,-1.61633,-610.30945,170.97531,-4.28978,-1143.11536,-158.87228,15.86540
47,0.383,995.38666,-235.56070,1431.72510,-93.97101,-112.10474,1281.85168,-846.41016,2.46203,1298.90723,3.89478,32.28474,136.12617,420.49890,-276.84900,-1.91230,-634.63025,174.13629,-3.66280,-1118.03125,-160.18411,15.66451
48,0.392,996.75214,-234.82062,1429.43030,-95.37763,-111.33814,1277.13098,-846.97717,2.54372,1294.87964,28.87762,30.90438,138.54036,396.72882,-275.03284,-2.17216,-658.74078,176.89542,-3.16492,-1092.10205,-160.14822,16.47520
49,0.400,997.92352,-233.94299,1427.53369,-97.30204,-110.44817,1272.63110,-847.49658,2.64637,1290.91003,55.04272,29.32502,140.06476,373.07855,-273.23026,-2.40491,-682.54877,178.47504,-3.29334,-1064.67957,-159.20145,18.02707
50,0.408,998.81543,-232.93028,1426.11768,-99.62794,-109.37327,1268.54822,-847.98206,2.75160,1287.05945,82.40717,27.58459,140.50475,349.52478,-271.43243,-2.65359,-706.21143,179.47948,-3.70993,-1035.78857,-157.72388,20.20915
51,0.417,999.38086,-231.81169,1425.23596,-102.09180,-108.09661,1265.07837,-848.47736,2.82078,1283.40869,110.88004,25.81345,139.72011,326.04053,-269.66422,-2.92838,-729.95447,180.97491,-3.81435,-1005.93665,-155.78311,22.82245
52,0.425,999.61273,-230.62813,1424.91309,-104.37056,-106.63464,1262.35950,-849.01532,2.77481,1280.08716,140.44223,24.05511,137.59993,302.59729,-267.96323,-3.16575,-753.77246,182.81696,-3.73869,-975.62683,-153.19577,25.52899
53,0.433,999.53796,-229.41354,1425.14368,-106.23305,-105.01003,1260.43115,-849.58752,2.50563,1277.27539,171.19608,22.24434,134.08351,279.17480,-266.35260,-3.26357,-777.46979,183.91856,-4.16763,-945.09973,-149.76785,28.02339
54,0.442,999.20514,-228.18906,1425.89502,-107.64229,-103.24379,1259.24048,-850.13275,1.94005,1275.15735,203.26224,20.28647,129.19250,255.73094,-264.86572,-3.16299,-801.00372,184.09438,-5.16391,-914.33722,-145.50824,30.19330
55,0.450,998.67023,-226.96155,1427.11572,-108.72720,-101.37341,1258.68542,-850.54639,1.10455,1273.85181,236.66122,18.08350,123.02673,232.17937,-263.51166,-2.91765,-824.54596,184.29700,-6.02287,-883.20697,-140.67055,32.14042
56,0.458,997.98749,-225.72699,1428.74451,-109.65703,-99.47270,1258.67700,-850.73523,0.11744,1273.39709,271.31528,15.57964,115.78131,208.42451,-262.16257,-2.68930,-848.24207,185.31200,-6.20222,-851.69470,-135.64342,34.03523
57,0.467,997.20776,-224.48314,1430.71765,-110.52310,-97.64749,1259.18457,-850.69360,-0.88140,1273.78528,307.16333,12.79730,107.77810,184.42159,-260.64334,-2.60547,-872.13684,187.34547,-5.64320,-820.03497,-130.74580,35.89771
58,0.475,996.37677,-223.24036,1432.97070,-111.29536,-96.00320,1260.23096,-850.50928,-1.78258,1274.97009,344.22644,9.72836,99.42840,160.22676,-258.99933,-2.60809,-896.22705,190.31015,-4.49733,-788.55603,-126.07152,37.54511
59,0.483,995.53729,-222.01701,1435.43213,-111.85007,-94.61456,1261.85632,-850.27869,-2.52473,1276.86389,382.52615,6.24525,91.14162,135.95872,-257.45520,-2.54202,-920.44873,193.71068,-3.08688,-757.41852,-121.58221,38.80146
60,0.492,994.73346,-220.82437,1438.01880,-112.03605,-93.52975,1264.08740,-850.02423,-3.10301,1279.36377,421.94824,2.21150,83.24731,111.66093,-256.07822,-2.35950,-944.71313,196.78304,-1.83807,-726.58191,-117.31008,39.67828
61,0.500,994.01355,-219.65631,1440.64258,-111.74489,-92.79056,1266.92712,-849.68640,-3.55392,1282.37854,462.20880,-2.39267,75.97044,87.26045,-254.70390,-2.12572,-968.99805,199.14909,-0.96189,-695.97845,-113.40205,40.31409
62,0.508,993.42981,-218.49039,1443.22156,-110.94920,-92.43075,1270.35449,-849.17151,-3.91582,1285.83215,502.93628,-7.43784,69.48105,62.69150,-253.16302,-1.88443,-993.36353,200.99924,-0.37484,-665.65234,-110.00457,40.83394
63,0.517,993.03345,-217.30338,1445.68896,-109.69117,-92.45309,1274.32581,-848.40930,-4.20515,1289.66309,543.71442,-12.59893,64.01407,37.96574,-251.41620,-1.61496,-1017.88232,202.66962,0.03580,-635.77740,-107.19484,41.32130
64,0.525,992.86658,-216.08464,1447.99231,-108.04630,-92.81497,1278.76440,-847.38898,-4.41493,1293.81177,584.06293,-17.40480,59.98089,13.11665,-249.52460,-1.29906,-1042.57886,204.33488,0.24638,-606.59747,-105.08765,41.86710
65,0.533,992.95538,-214.82846,1450.08569,-106.09742,-93.44289,1283.55591,-846.15436,-4.50901,1298.18896,623.42828,-21.43671,57.90083,-11.84302,-247.57941,-0.97595,-1067.42432,206.05867,0.22660,-578.35516,-103.90368,42.53516
66,0.542,993.30951,-213.52411,1451.92395,-103.91696,-94.25404,1288.55261,-844.78235,-4.42735,1302.68140,660.96936,-24.42471,58.00515,-36.91193,-245.64111,-0.71288,-1092.32166,207.93637,0.17023,-551.28168,-103.84923,43.26089
67,0.550,993.92731,-212.16310,1453.46606,-101.56161,-95.16476,1293.58337,-843.36890,-4.11158,1307.18127,695.12946,-26.25537,59.62346,-62.07453,-243.73312,-0.53819,-1117.01111,210.02586,0.54652,-525.66919,-105.02502,43.81003
68,0.558,994.79773,-210.75403,1454.68298,-99.09116,-96.10149,1298.46240,-842.00946,-3.52268,1311.56274,723.66992,-27.02950,60.98671,-87.25865,-241.88914,-0.39722,-1140.97083,212.26111,1.98616,-501.96332,-107.46313,43.79664
69,0.567,995.89539,-209.33282,1455.55847,-96.58123,-97.01072,1303.00208,-840.78662,-2.65171,1315.65332,744.55676,-26.95275,60.10043,-112.26088,-240.17839,-0.09378,-1163.51831,214.58740,5.08603,-480.76004,-111.14115,42.76590
70,0.575,997.17920,-207.95398,1456.08447,-94.10811,-97.84993,1307.03003,-839.76746,-1.52504,1319.26501,757.05591,-26.09802,56.09496,-136.66557,-238.66258,0.78770,-1184.16345,216.94521,10.01485,-462.63300,-115.90781,40.35184
71,0.583,998.59430,-206.65915,1456.25488,-91.73077,-98.57816,1310.40540,-838.98199,-0.20683,1322.24402,762.14221,-24.49219,49.61025,-159.85620,-237.30794,2.83035,-1202.78381,219.10864,16.30500,-447.89993,-121.49149,36.44191
72,0.592,1000.07800,-205.45140,1456.06372,-89.49081,-99.16031,1313.03210,-838.39740,1.18545,1324.50171,761.90381,-22.43266,41.92051,-181.10172,-235.99599,6.56111,-1219.33557,220.84999,23.24381,-436.54352,-127.68745,31.29295
73,0.600,1001.57483,-204.29715,1455.50806,-87.41962,-99.57156,1314.85815,-837.92010,2.47787,1326.02625,758.30933,-20.43193,33.93231,-199.51268,-234.72540,12.30112,-1233.54907,222.15794,30.29979,-428.34122,-134.44826,25.49792
74,0.608,1003.05090,-203.14815,1454.59021,-85.53532,-99.79987,1315.86438,-837.42511,3.47494,1326.87488,752.19232,-18.75545,25.95752,-213.92139,-233.71942,20.17217,-1245.02100,223.04213,37.12891,-423.09119,-141.67197,19.70747
75,0.617,1004.49933,-201.96339,1453.31201,-83.83816,-99.85201,1316.05322,-836.79242,4.01097,1327.14478,743.17786,-17.18434,18.11443,-223.01645,-233.24536,29.99572,-1253.53967,223.27249,43.43993,-420.82593,-148.98444,14.28919
76,0.625,1005.93384,-200.71635,1451.66650,-82.31717,-99.75557,1315.44092,-835.94171,3.99060,1326.93774,730.50183,-15.37155,10.84510,-225.78825,-233.45920,41.01312,-1259.20483,222.49121,48.90964,-421.89984,-155.81531,9.22981
77,0.633,1007.37775,-199.39413,1449.64380,-80.95809,-99.54353,1314.05933,-834.86023,3.41562,1326.33203,713.94293,-13.34809,5.03095,-221.99683,-234.44696,51.84172,-1262.13660,220.60461,53.27689,-426.88602,-161.57207,4.32839
78,0.642,1008.86011,-198.00012,1447.24609,-79.74801,-99.23197,1311.96179,-833.60907,2.39343,1325.36987,694.02148,-11.45725,1.36888,-212.24136,-236.29800,61.08207,-1262.17456,218.07268,56.53550,-436.36591,-165.73499,-0.44016
79,0.650,1010.41833,-196.55612,1444.49072,-78.68401,-98.82343,1309.22656,-832.30511,1.11472,1324.06409,671.54114,-9.82447,-0.30809,-197.54443,-239.13077,68.13734,-1258.98413,215.70352,58.72906,-450.65887,-167.99985,-4.64401
80,0.658,1012.09875,-195.09621,1441.40686,-77.78301,-98.33421,1305.95264,-831.08972,-0.19298,1322.41711,647.36420,-8.24189,-0.82136,-178.94629,-242.99974,73.30450,-1252.27344,214.14301,59.59559,-469.49060,-168.43146,-7.62461
81,0.667,1013.94501,-193.65089,1438.03040,-77.08186,-97.81100,1302.25110,-830.09052,-1.31564,1320.43726,622.45844,-6.55858,-0.93583,-157.38998,-247.68370,77.14285,-1241.78308,213.59409,58.77433,-491.81586,-167.45348,-9.16376
82,0.675,1015.98096,-192.23093,1434.40063,-76.62579,-97.31721,1298.23145,-829.39142,-2.09619,1318.13965,597.58777,-4.82217,-1.03371,-133.68677,-252.65051,79.97865,-1227.24390,213.85136,56.25315,-516.09637,-165.68915,-9.71952
83,0.683,1018.20026,-190.82961,1430.56519,-76.45670,-96.90864,1293.99292,-829.02936,-2.46433,1315.54297,572.99255,-3.11045,-1.23521,-108.48885,-257.32233,81.91033,-1208.50757,214.50298,52.42398,-540.94385,-163.71011,-9.91899
84,0.692,1020.56598,-189.44095,1426.58740,-76.61242,-96.62850,1289.62585,-829.00885,-2.44342,1312.67273,548.58234,-1.44743,-1.56002,-82.30460,-261.34964,83.00166,-1185.73621,215.12335,47.87492,-565.58240,-161.80077,-10.10052
85,0.700,1023.01245,-188.07022,1422.54724,-77.13226,-96.51221,1285.22192,-829.31641,-2.13431,1309.57056,524.27496,0.19518,-1.96963,-55.47339,-264.66718,83.39362,-1159.46924,215.29750,43.22240,-589.83087,-159.95761,-10.35089
86,0.708,1025.44592,-186.72845,1418.53735,-78.05252,-96.57698,1280.88062,-829.92261,-1.68127,1306.29504,500.07971,1.87636,-2.39175,-28.11314,-267.39206,83.32343,-1130.52454,214.64125,39.04261,-613.82043,-158.09917,-10.67139
87,0.717,1027.75134,-185.42039,1414.66370,-79.39278,-96.81747,1276.70410,-830.77264,-1.22703,1302.90576,476.03693,3.62868,-2.76685,-0.15009,-269.71906,83.07235,-1099.88159,212.92430,35.83612,-637.70898,-156.22974,-11.02504
88,0.725,1029.80933,-184.13757,1411.03772,-81.14920,-97.23956,1272.78760,-831.78394,-0.86708,1299.44104,452.18152,5.42057,-3.08390,28.56920,-271.86136,82.84832,-1068.55762,210.08719,33.91140,-661.55359,-154.41103,-11.35292
89,0.733,1031.51904,-182.86758,1407.76367,-83.28751,-97.89429,1269.21240,-832.86871,-0.62088,1295.90515,428.50586,7.20210,-3.37875,58.17645,-273.99030,82.69451,-1037.24524,206.17946,33.31441,-685.35449,-152.65941,-11.60469
90,0.742,1032.81531,-181.61185,1404.92688,-85.71889,-98.85983,1266.04590,-833.97162,-0.44094,1292.29065,404.93854,8.95432,-3.68476,88.74934,-276.17462,82.49807,-1006.00305,201.34891,33.93605,-709.12360,-150.95119,-11.75068
91,0.750,1033.66882,-180.38596,1402.58582,-88.27961,-100.18866,1263.34912,-835.08038,-0.24965,1288.63428,381.40161,10.66825,-3.99960,120.33388,-278.34921,82.05360,-974.56116,195.76579,35.59142,-732.89716,-149.24756,-11.80624
92,0.758,1034.08057,-179.19800,1400.77478,-90.74895,-101.85302,1261.18567,-836.18951,0.02464,1285.06445,357.88205,12.37383,-4.29332,152.95805,-280.35303,81.14297,-942.89313,189.49155,38.00634,-756.69098,-147.47049,-11.86850
93,0.767,1034.07654,-178.03592,1399.50745,-92.90456,-103.71718,1259.61475,-837.24939,0.42629,1281.80396,334.41840,14.18684,-4.50629,186.61110,-282.03793,79.61697,-911.34949,182.51442,40.89848,-780.47290,-145.57578,-12.05932
94,0.775,1033.69971,-176.88161,1398.77759,-94.58794,-105.57605,1258.67761,-838.14752,0.96899,1279.13599,311.02023,16.20449,-4.57775,221.23827,-283.35233,77.44755,-880.32990,174.90994,44.05928,-804.23151,-143.62140,-12.37072
95,0.783,1033.00183,-175.72878,1398.56287,-95.75007,-107.23835,1258.38586,-838.74133,1.64292,1277.34180,287.61990,18.31745,-4.54238,256.77832,-284.33600,74.73200,-849.95477,166.81514,47.24855,-828.02307,-141.68535,-12.62611
96,0.792,1032.03674,-174.58289,1398.82703,-96.45985,-108.58472,1258.72156,-838.92651,2.43187,1276.62390,264.08191,20.23248,-4.52815,293.18292,-285.04791,71.63597,-820.02869,158.31177,50.14400,-851.90552,-139.80170,-12.66569
97,0.800,1030.85791,-173.45578,1399.51880,-96.87318,-109.58319,1259.65344,-838.69830,3.33221,1277.04456,240.26047,21.83098,-4.55883,330.38458,-285.47733,68.32055,-790.18884,149.47162,52.46229,-875.91455,-137.97412,-12.51387
98,0.808,1029.51941,-172.36337,1400.57471,-97.15808,-110.27245,1261.15686,-838.16083,4.34964,1278.52209,216.08865,23.32856,-4.48356,368.25378,-285.51987,64.91840,-760.09302,140.44243,54.03046,-900.07300,-136.17952,-12.31050
99,0.817,1028.07886,-171.31964,1401.92566,-97.40193,-110.71664,1263.21826,-837.46991,5.47844,1280.88293,191.62280,24.92648,-4.22406,406.55255,-285.03671,61.53453,-729.60400,131.44753,54.82668,-924.33533,-134.38989,-12.11951
100,0.825,1026.59973,-170.33273,1403.50354,-97.57301,-110.96077,1265.82971,-836.76025,6.68546,1283.92505,166.99963,26.60237,-3.90914,444.91888,-283.91840,58.23714,-698.86676,122.71695,55.00205,-948.64301,-132.62029,-11.86468
101,0.833,1025.15198,-169.41080,1405.24109,-97.56361,-111.02479,1268.97498,-836.10968,7.91755,1287.46191,142.32892,28.28054,-3.67273,482.98242,-282.12296,55.06501,-668.21515,114.47861,54.79671,-973.05499,-130.92349,-11.47456
102,0.842,1023.80682,-168.56798,1407.06995,-97.26646,-110.93066,1272.61523,-835.54138,9.13015,1291.34644,117.61600,29.92816,-3.50048,520.59601,-279.73993,52.09596,-637.96155,107.03980,54.45119,-997.68921,-129.33826,-11.01243
103,0.850,1022.62744,-167.81673,1408.92566,-96.62862,-110.71660,1276.68689,-835.03601,10.29597,1295.48596,92.80301,31.52181,-3.32254,557.95612,-277.08920,49.60934,-608.25903,100.73843,54.15395,-1022.58704,-127.86168,-10.62271
104,0.858,1021.66443,-167.15201,1410.75330,-95.65913,-110.41850,1281.11462,-834.54938,11.38142,1299.83679,67.84503,33.06907,-3.11989,595.32568,-274.73068,48.21014,-579.20776,95.78281,53.94676,-1047.71741,-126.40465,-10.40982
105,0.867,1020.95544,-166.55014,1412.50781,-94.39946,-110.04012,1285.81702,-834.03937,12.33116,1304.36230,42.71100,34.61727,-2.89924,632.32428,-273.25760,48.56770,-551.07062,92.23363,53.64847,-1072.98730,-124.82698,-10.33492
106,0.875,1020.52118,-165.98413,1414.14990,-92.89024,-109.54646,1290.69897,-833.48590,13.08792,1308.98242,17.37921,36.20210,-2.64763,667.29919,-272.92297,50.67629,-524.33545,90.10283,52.89997,-1098.17310,-123.19891,-10.14051
107,0.883,1020.35620,-165.43143,1415.64624,-91.16546,-108.90091,1295.64197,-832.89398,13.61845,1313.55090,-8.07648,37.84388,-2.34098,697.63757,-273.31216,53.26420,-499.58392,89.41304,51.28696,-1122.85229,-121.93144,-9.35356
108,0.892,1020.42529,-164.86990,1416.97168,-89.26685,-108.10850,1300.49707,-832.29364,13.90852,1317.87292,-33.38531,39.58662,-1.96141,721.04303,-273.46664,54.28282,-477.26685,90.20127,48.45981,-1146.42896,-121.41046,-7.45072
