"Frame#","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
34,0.550,885.77307,-12.17036,1368.91174,-331.44653,27.91072,1253.55969,-1070.03320,29.94246,1246.16980,215.40729,135.03586,90.56068,9.89877,-110.17657,-9.07261,-1039.18054,188.83984,-9.67195,-904.30573,-137.54721,41.93651
35,0.567,883.09772,-11.65285,1372.89075,-330.82294,25.86417,1258.11804,-1070.58557,26.08212,1251.04443,296.05310,130.08368,81.62014,-39.57877,-110.82204,-8.81574,-1088.82227,187.78685,-9.44165,-846.52051,-122.83878,43.74239
36,0.583,880.72296,-11.28318,1377.14612,-330.43539,24.17739,1265.13965,-1069.84717,22.40216,1258.36255,374.38495,122.28778,72.54178,-89.66171,-111.45892,-8.46905,-1139.04199,186.53830,-8.90987,-790.09998,-108.79783,44.67328
37,0.600,879.10876,-10.71107,1381.24951,-329.26257,22.82141,1273.74890,-1068.31226,19.21465,1267.10986,449.99661,111.73948,63.32140,-140.06233,-111.87197,-8.02657,-1189.32471,186.34151,-7.97671,-735.07349,-97.23964,46.53082
38,0.617,878.70422,-9.72032,1384.70386,-326.51019,21.31425,1282.85742,-1066.45691,17.07492,1276.24719,523.99091,104.71159,60.19461,-190.64220,-112.05437,-7.50457,-1240.07483,186.49411,-7.50517,-682.29517,-90.58342,50.27369
39,0.633,879.74536,-8.29174,1386.92017,-322.41626,19.47260,1291.44897,-1064.51099,16.27351,1284.77295,583.27252,104.43172,61.54861,-241.67874,-112.30649,-7.10485,-1289.76843,186.49321,-5.45894,-635.93457,-89.45322,53.52384
40,0.650,881.92401,-6.50096,1387.47070,-318.03839,17.61649,1298.63257,-1062.69202,16.49876,1291.79309,608.69910,105.78969,53.02312,-291.93085,-113.57368,-6.12057,-1334.31262,187.29364,1.50385,-602.09796,-92.43453,51.19038
41,0.667,884.44373,-4.49930,1386.32361,-314.47903,16.41694,1303.69409,-1061.16394,17.00175,1296.74597,604.04169,106.91525,32.54783,-337.42807,-116.22006,-3.45351,-1371.70825,189.18407,12.21947,-582.94019,-98.38109,41.41354
42,0.683,886.51013,-2.47733,1383.76501,-312.12305,16.34761,1306.16516,-1059.75488,17.09186,1299.41968,587.00616,109.45892,14.33107,-374.87415,-120.12237,2.95262,-1401.72656,190.65906,23.84934,-575.63037,-106.93493,29.17977
43,0.700,887.78711,-0.51493,1380.13879,-310.56934,17.08850,1305.86377,-1058.17273,16.46492,1299.69775,559.13110,110.73085,6.50539,-399.93445,-126.79831,19.85054,-1421.95715,188.44949,34.99438,-577.37567,-116.19086,19.24239
44,0.717,888.57910,1.49822,1375.65271,-309.26428,17.78049,1302.95422,-1056.58215,15.10686,1297.58679,515.81879,109.48802,5.20352,-402.73743,-137.78479,48.98349,-1428.21948,182.77605,43.23246,-590.03882,-122.87809,11.38883
45,0.733,889.69171,3.68084,1370.24878,-308.11536,17.81307,1297.92297,-1055.59741,13.28769,1293.51086,465.26093,108.17986,4.75173,-378.78055,-151.25565,76.62984,-1419.52478,179.76172,45.57227,-618.58691,-126.07005,5.84616
46,0.750,891.87646,5.90693,1363.67566,-307.48956,17.13313,1291.43250,-1055.59753,11.61104,1288.20239,415.77161,107.37900,3.80579,-336.77435,-163.33188,91.02495,-1396.89441,182.85240,40.61826,-662.04327,-127.28375,3.99277
47,0.767,895.25916,7.78976,1355.89795,-307.80307,16.08841,1284.11853,-1056.45313,10.61190,1282.19800,366.96866,106.58784,3.01848,-286.33902,-171.75024,95.80966,-1359.00879,189.54021,30.87203,-711.33240,-127.89502,4.04971
48,0.783,899.30664,9.03972,1347.41797,-309.44128,14.98824,1276.43445,-1058.05090,10.50673,1275.58142,318.41003,105.93787,2.38690,-231.55661,-176.78922,98.00705,-1310.34668,195.36618,22.64530,-759.94586,-128.44566,3.54695
49,0.800,903.12030,9.78261,1339.27112,-313.01456,13.40906,1268.87366,-1060.50415,11.36138,1268.29236,271.16016,105.26524,1.85208,-174.52298,-180.01306,100.41621,-1260.49121,196.60989,20.00166,-807.72467,-128.99916,2.69777
50,0.817,905.74213,10.28616,1332.88379,-318.97504,10.45632,1262.36633,-1063.71326,13.10006,1260.67725,224.37473,104.73762,1.63965,-114.84833,-182.72131,103.10280,-1209.37708,193.77472,22.20058,-855.26819,-129.55232,2.11772
51,0.833,906.52802,10.57079,1329.57642,-326.39981,6.22255,1257.91064,-1067.31201,15.55391,1253.67480,177.29669,104.50719,1.62629,-51.23029,-184.57716,103.17194,-1152.69568,188.73448,26.90941,-902.44061,-130.01746,1.54272
52,0.850,905.36688,10.55339,1329.87915,-332.84607,2.12375,1255.75378,-1070.93848,18.62043,1248.54578,130.41217,104.10520,1.46623,15.99567,-184.25848,97.72131,-1093.53491,179.94518,31.50487,-949.41223,-130.27165,1.23972
53,0.867,902.54333,10.27194,1333.45703,-336.47076,-0.52223,1255.56104,-1074.13342,22.09964,1246.44653,83.57205,103.66727,1.37717,86.46350,-181.81160,87.59259,-1035.48254,166.77988,35.04729,-996.45618,-130.68878,1.54392
54,0.883,898.51086,9.80120,1339.54272,-337.80392,-1.49605,1257.27197,-1076.34583,25.58352,1247.96387,36.08868,103.39311,1.54268,160.44931,-178.71791,75.74167,-977.21417,152.08356,38.92887,-1043.83850,-131.44708,1.98601
55,0.900,893.81952,9.15359,1347.24316,-338.65488,-1.33273,1261.17529,-1077.40820,28.81567,1252.79431,-12.21545,102.85663,1.72313,237.55264,-174.68079,63.93153,-917.52118,138.24350,42.96135,-1091.89819,-131.81256,2.26820
56,0.917,889.05334,8.33181,1355.72900,-339.91016,-0.59036,1267.30981,-1077.71558,31.80228,1259.89697,-61.11877,102.39416,2.00198,316.24759,-167.24474,51.98141,-857.75787,126.00394,45.62281,-1140.54419,-132.07497,2.87050
57,0.933,884.66595,7.43140,1364.38000,-340.94855,0.41506,1275.25098,-1077.67920,34.30463,1268.17847,-110.43976,102.31823,2.47512,395.40384,-157.61676,42.35189,-799.40100,116.08562,47.40012,-1189.71802,-133.17587,3.71250
58,0.950,880.93958,6.61862,1372.72449,-340.66641,1.46075,1284.34839,-1077.30762,35.78286,1276.91614,-160.37109,101.94638,3.10340,472.70486,-151.64355,41.59559,-743.45697,109.47329,49.36945,-1239.77380,-134.34718,4.22187
59,0.967,878.05786,6.03983,1380.29810,-338.65631,2.36865,1293.81982,-1076.59644,36.05470,1285.35583,-211.13367,101.20981,3.69133,537.48523,-150.65421,47.53767,-692.25562,107.07246,50.56480,-1288.65430,-135.86061,6.41661
60,0.983,876.02832,5.76543,1386.67297,-335.61087,2.93644,1302.67334,-1075.95630,35.51319,1292.41199,-261.91602,100.98412,4.02279,575.45703,-150.26404,47.52359,-649.18018,109.39731,48.34340,-1331.97461,-139.27879,12.79565
61,1.000,874.56976,5.73036,1391.61060,-332.82797,2.83186,1309.88184,-1075.75488,34.63395,1297.15723,-309.75122,102.11619,6.07825,586.37195,-149.13669,37.65857,-616.36084,116.59888,40.73193,-1367.24768,-144.04289,21.51599
62,1.017,873.24512,5.76197,1395.10803,-331.19897,1.82923,1314.71472,-1075.65173,33.65510,1299.35706,-350.61621,104.75820,11.88598,582.43835,-147.86282,24.09413,-593.65045,128.36533,29.31174,-1395.52026,-149.35136,30.63357
63,1.033,871.75397,5.64298,1397.27356,-330.50092,0.02971,1316.77039,-1074.96936,32.89318,1299.38025,-382.20471,108.76917,21.44985,568.80530,-145.33871,9.98034,-581.72968,143.13521,17.72454,-1418.36060,-153.97806,40.94371
64,1.050,870.05859,5.14859,1398.20837,-329.80679,-2.16182,1315.85693,-1073.57019,32.89948,1297.66785,-401.01971,114.43510,38.16545,540.93420,-142.44934,-1.39718,-583.07043,158.42789,7.04005,-1431.85706,-155.32153,50.15757
65,1.067,868.34296,4.14267,1397.96997,-328.59854,-4.10952,1312.06238,-1072.03540,33.89684,1294.37183,-400.00079,121.05028,62.55528,498.44052,-141.04013,-5.74428,-598.77020,170.94861,-2.22424,-1430.36890,-154.38693,53.41786
66,1.083,867.05457,2.69047,1396.47632,-327.29257,-5.18857,1305.82556,-1071.20447,35.36426,1289.54871,-377.14838,127.00412,84.31137,449.05399,-140.91522,-5.70772,-629.92078,177.64386,-7.45967,-1415.89795,-155.66100,50.71425
67,1.100,866.77887,1.10379,1393.51697,-326.74957,-5.12620,1297.80054,-1071.61060,36.41575,1283.42444,-338.78467,132.09824,96.95113,399.59189,-141.40796,-5.91572,-674.60669,179.19620,-8.51028,-1392.23291,-160.95132,46.06654
68,1.117,867.72186,-0.24855,1389.09778,-327.46848,-4.22961,1288.63379,-1073.27429,36.60749,1276.34412,-291.50269,136.30916,104.24467,351.23013,-142.20007,-6.67314,-724.01111,178.64142,-8.47811,-1357.20605,-167.73616,40.40701
69,1.133,869.42004,-1.24234,1383.69055,-329.40485,-3.26085,1278.88611,-1075.83960,36.25494,1268.71924,-239.53058,138.34517,108.84694,303.25723,-142.90239,-7.32659,-772.22162,177.45163,-9.22483,-1309.05103,-173.07864,32.85184
70,1.150,871.06287,-1.91208,1378.04175,-332.62762,-2.44486,1269.19287,-1078.65369,35.78899,1261.06104,-185.00696,138.09648,111.31577,255.55618,-143.37885,-7.73456,-819.94379,176.45480,-10.12783,-1252.38306,-176.22360,26.55143
71,1.167,871.96021,-2.21585,1372.96252,-337.62497,-0.67850,1260.43127,-1081.02637,35.04062,1253.97949,-127.00952,136.73752,112.65408,208.04001,-144.03661,-7.81206,-867.60632,176.08049,-10.39652,-1193.36060,-176.74295,26.00590
72,1.183,871.73907,-2.18698,1369.33350,-344.02200,2.84260,1253.54736,-1082.75330,33.38153,1248.14233,-64.77478,134.52873,111.90617,160.41702,-144.99455,-7.90571,-914.98132,175.53635,-10.57577,-1133.65588,-173.71579,30.49004
73,1.200,870.32642,-2.07104,1367.92578,-349.49689,6.79605,1249.16785,-1084.27319,30.55897,1244.18457,0.99420,131.52032,107.91970,112.57126,-145.61855,-8.16796,-962.63293,174.67322,-10.78607,-1073.24683,-167.02853,35.64228
74,1.217,867.89465,-2.09114,1368.96167,-351.77951,9.23806,1247.54272,-1086.09937,27.12189,1242.64063,70.13275,128.08162,101.33449,64.58054,-145.96919,-8.44128,-1010.85876,174.02209,-10.45568,-1014.12952,-157.37015,39.75740
75,1.233,864.76434,-2.23601,1371.98828,-351.38199,9.60479,1248.80090,-1088.00867,23.74765,1243.85925,142.67218,123.93679,93.03824,16.10007,-146.82803,-8.60477,-1059.67334,173.40167,-10.02967,-957.59460,-145.63586,43.09962
76,1.250,861.27032,-2.31931,1376.31763,-350.54080,8.51163,1252.97559,-1089.15259,20.53636,1247.82397,218.05676,118.81004,84.28181,-33.25165,-147.93225,-8.45256,-1109.20923,172.41183,-9.84119,-902.36676,-133.08385,45.16617
77,1.267,857.73212,-2.13782,1381.43530,-350.20349,7.01296,1259.80420,-1089.08948,17.34696,1254.10852,293.87952,112.38097,76.33572,-83.23648,-148.53506,-8.02831,-1159.26880,171.35721,-9.22635,-846.87018,-121.65604,46.78620
78,1.283,854.53668,-1.61229,1386.92090,-349.55865,5.81202,1268.66467,-1088.17725,14.48527,1262.01611,366.83887,103.52798,68.07787,-133.55463,-148.70798,-7.72715,-1209.51355,170.87065,-8.14869,-790.84106,-113.34032,50.09149
79,1.300,852.14844,-0.83090,1392.25964,-347.64545,4.75742,1278.60132,-1086.91406,12.54130,1270.68774,438.61591,94.43550,61.50809,-184.02734,-148.84309,-7.41944,-1260.29321,170.75043,-7.50676,-735.63123,-109.40347,55.91907
80,1.317,850.92480,0.09142,1396.92725,-344.38104,3.44433,1288.41931,-1085.42395,11.65056,1279.20166,508.16956,90.72218,62.08823,-234.64359,-149.69305,-6.67385,-1310.60425,170.79762,-6.29901,-685.09399,-109.94418,62.33163
81,1.333,850.88458,1.10273,1400.53918,-340.53448,2.00656,1296.96484,-1083.71411,11.41146,1286.68652,557.28723,91.93437,62.59012,-285.46381,-151.66495,-5.65300,-1356.75696,171.61800,-1.31085,-644.75653,-114.11304,64.29529
82,1.350,851.65497,2.10272,1402.88477,-337.21521,1.16995,1303.40747,-1082.05237,11.43922,1292.43103,570.54340,93.21498,49.82716,-333.98282,-153.61432,-3.89907,-1395.50330,173.73795,7.84580,-617.46649,-121.37000,58.00957
83,1.367,852.64630,2.89238,1403.93018,-335.11209,1.57380,1307.26746,-1080.75830,11.47327,1296.00830,560.43457,94.95531,28.55726,-375.82434,-155.23236,-0.00873,-1426.80273,176.73427,18.97261,-601.48083,-130.60321,46.06342
84,1.383,853.38477,3.36255,1403.75171,-334.02209,3.07808,1308.32129,-1079.80957,11.02204,1297.20789,542.44269,98.00964,12.77455,-408.57446,-158.82031,9.45840,-1451.68506,177.38791,31.38550,-595.00049,-139.49963,33.27619
85,1.400,853.81769,3.69139,1402.37231,-333.27112,4.91450,1306.63513,-1078.97961,9.62123,1295.91528,511.26007,99.25005,6.29874,-426.52753,-166.46390,29.98696,-1466.73035,173.04527,42.62569,-598.72351,-146.87500,20.75922
86,1.417,854.35895,4.17523,1399.72437,-332.49606,6.34709,1302.55115,-1078.31079,7.51054,1292.29333,464.36328,98.17349,4.86526,-420.69879,-177.06198,57.41740,-1466.91516,167.38855,47.60406,-615.42249,-152.12424,10.16512
87,1.433,855.61450,4.90619,1395.78125,-331.90527,7.02180,1296.51746,-1078.23047,5.48552,1286.87427,413.33368,97.17996,4.53143,-391.76572,-187.83023,77.38162,-1453.39197,165.35324,44.97287,-649.22595,-154.53387,4.98851
88,1.450,857.99420,5.76051,1390.60999,-331.97870,6.98174,1289.02588,-1079.03357,4.07407,1280.28821,364.48178,96.40114,3.85083,-348.75937,-197.06070,85.32352,-1427.81982,167.21503,37.44999,-696.94788,-155.39398,4.25771
89,1.467,861.48926,6.50704,1384.33203,-333.04843,6.54535,1280.60364,-1080.52698,3.16914,1273.04639,316.20105,95.17451,2.84850,-298.50311,-203.66257,88.07816,-1388.37427,171.09026,28.11001,-747.38910,-156.06148,4.08755
90,1.483,865.63153,6.86573,1377.23254,-335.31119,5.86833,1271.78430,-1082.47217,2.59170,1265.47485,268.14447,94.40865,2.30319,-244.57590,-207.36317,90.11290,-1339.53784,173.75388,20.57394,-795.62573,-156.31293,3.01242
91,1.500,869.57391,6.73128,1370.06030,-339.23407,4.44788,1263.35083,-1084.82996,2.75023,1257.70959,220.49927,94.23837,2.22398,-187.61197,-209.28857,92.08839,-1288.59082,171.53189,17.52054,-843.51599,-156.67442,1.91424
92,1.517,872.43799,6.32598,1364.04126,-345.22711,1.64440,1256.47473,-1087.45764,4.33251,1249.96851,172.69690,93.77636,1.92205,-126.28311,-209.82738,92.95122,-1234.35596,165.24942,18.87983,-891.44604,-157.53790,1.46282
93,1.533,873.73767,6.01004,1360.23425,-352.30649,-2.06451,1252.11255,-1090.15308,7.48792,1243.02905,124.67157,93.09651,1.64627,-60.54504,-208.01198,90.41203,-1175.20605,157.38315,23.21600,-939.36255,-158.30832,1.23508
94,1.550,873.45508,6.10632,1358.92627,-357.94293,-5.24692,1250.36938,-1092.73059,11.49531,1238.30859,76.64142,92.36224,1.58931,8.52850,-203.50333,84.01305,-1115.31714,146.08807,28.11424,-987.50659,-159.19475,1.23050
95,1.567,871.87262,6.79835,1359.76392,-360.34335,-7.03720,1250.85950,-1094.78076,15.31472,1237.16260,28.39081,91.50045,1.44837,80.43167,-197.11603,75.34793,-1055.97583,130.76474,32.54013,-1035.74915,-160.13118,1.57864
96,1.583,869.42413,7.93025,1362.18018,-360.22943,-7.56341,1253.47754,-1095.82349,18.57633,1239.98535,-20.50787,90.95428,1.43285,155.26865,-189.26581,65.91400,-994.85193,115.14242,37.87231,-1084.54346,-160.34308,1.82289
97,1.600,866.56927,9.05824,1365.61499,-359.49786,-7.20265,1258.40588,-1095.79517,21.66329,1246.05237,-70.02661,90.47173,1.61950,232.31674,-178.99432,56.58960,-932.53296,101.20654,43.59078,-1134.11157,-160.26648,2.12339
98,1.617,863.76611,9.74838,1369.55945,-358.92740,-6.22854,1265.60608,-1095.08521,24.76782,1254.19385,-119.97650,89.64011,1.74089,309.49112,-164.64279,46.79026,-871.08484,89.24000,47.97511,-1183.91675,-160.71088,3.03112
99,1.633,861.56317,9.74020,1373.51086,-357.89841,-4.79999,1274.62671,-1094.02588,27.35926,1263.54712,-170.25903,88.96428,2.08060,386.30832,-147.38411,37.90485,-810.69708,80.84013,51.71329,-1233.96899,-161.58594,3.87633
100,1.650,860.51349,9.05445,1376.93945,-355.58749,-3.02854,1284.64038,-1092.62720,28.70566,1273.50464,-220.89838,88.31837,2.75250,462.04904,-132.87463,36.09758,-752.65417,77.37660,55.32477,-1284.21216,-162.94394,4.58661
101,1.667,860.85315,8.04459,1379.34546,-351.84232,-1.25816,1294.53052,-1090.96667,28.61415,1283.04688,-271.76544,87.53471,3.04556,525.43481,-123.96960,40.34393,-700.99268,79.04445,56.53872,-1331.24927,-165.16693,8.63266
102,1.683,862.32965,7.13182,1380.36206,-347.46201,0.01664,1303.18225,-1089.40015,27.41246,1290.79626,-321.07855,87.83337,4.05325,559.98877,-117.37431,38.97058,-659.22296,85.92984,52.01020,-1369.58057,-168.68701,17.51697
103,1.700,864.31500,6.52145,1379.85974,-343.85330,0.55456,1309.75854,-1088.12964,25.68843,1296.00842,-364.91302,90.00105,8.52360,565.92029,-110.73523,26.68323,-628.36133,98.46059,40.37665,-1398.61169,-174.27756,28.22041
104,1.717,866.10126,6.25863,1378.01904,-341.75876,0.36836,1313.70215,-1086.92419,24.43045,1299.14380,-399.50140,93.88324,16.79655,557.00366,-103.91681,10.04492,-607.66553,116.45052,25.25331,-1422.51221,-180.81467,40.73571
105,1.733,867.27899,6.30520,1375.20837,-340.40701,-0.38370,1314.67859,-1085.34570,24.58253,1301.01404,-421.95483,99.42992,30.18474,536.85107,-97.04490,-1.67509,-598.14050,138.86986,12.43571,-1439.73438,-183.84750,54.30561
106,1.750,867.99231,6.51130,1371.66235,-338.55338,-1.28946,1312.65881,-1083.15125,26.08527,1301.42798,-426.80682,105.73294,51.39003,500.22641,-92.50085,-5.39909,-603.73938,162.65393,2.97547,-1442.92590,-181.40800,62.28856
107,1.767,868.86304,6.68788,1367.28943,-336.05945,-1.74800,1307.97656,-1080.71777,27.95721,1299.48022,-409.74005,111.78094,74.53961,451.31509,-91.80775,-5.84703,-625.94794,180.35143,-4.39551,-1431.75781,-178.72536,62.75602
108,1.783,870.54358,6.75473,1361.79199,-333.93002,-1.24206,1301.22595,-1078.97205,29.23410,1295.03162,-374.75934,118.09794,90.36834,401.01547,-92.76884,-6.63615,-662.46802,187.19618,-8.14864,-1411.47522,-181.01373,60.61181
109,1.800,873.22668,6.81463,1355.06750,-333.04922,0.23173,1293.08838,-1078.66553,29.62210,1288.75867,-328.80676,124.66656,98.85342,352.87222,-93.39215,-7.41002,-708.75085,187.62358,-8.43960,-1381.32666,-186.36224,57.47372
110,1.817,876.47833,7.01401,1347.62170,-333.47186,1.93086,1284.21509,-1079.82947,29.52178,1281.24683,-276.58258,129.84778,103.73103,304.81253,-93.76573,-8.18801,-757.87439,186.98227,-8.58747,-1337.35669,-191.00638,51.44203
