"Frame#","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
30,0.242,836.45795,17.68604,1412.74854,-305.69699,13.90176,1292.56189,-1087.69324,15.64686,1313.39514,-229.30753,164.60773,-0.91306,487.65482,-83.48430,46.40864,-737.66223,134.89041,43.01272,-1293.10156,-133.39253,3.18217
31,0.250,835.94928,17.04806,1416.08179,-303.84445,14.12114,1297.33350,-1086.63196,16.44324,1318.22620,-253.63876,163.85648,-0.70918,519.37000,-80.42329,51.54483,-714.97699,135.86087,42.48504,-1316.69336,-136.66019,5.41887
32,0.258,835.76886,16.56805,1419.18542,-302.02316,14.35817,1301.99658,-1085.62329,16.93915,1322.60950,-277.91910,162.98041,-0.41250,544.92590,-78.49825,55.63462,-693.85492,138.32819,41.63173,-1338.77490,-141.38431,9.09372
33,0.267,835.89087,16.22062,1422.01392,-300.29514,14.63896,1306.41846,-1084.67419,17.02346,1326.38196,-301.87381,162.19675,0.05472,562.98071,-77.17902,56.76625,-674.86658,142.12674,40.08078,-1358.43677,-145.87384,13.29591
34,0.275,836.27393,15.95099,1424.52148,-298.70435,14.96322,1310.45813,-1083.80823,16.68193,1329.42688,-325.23782,161.74460,0.84648,573.37769,-75.85694,54.44072,-658.65405,147.03725,37.48904,-1375.48328,-148.70735,16.97755
35,0.283,836.84760,15.70598,1426.67932,-297.27148,15.29783,1313.97681,-1083.09460,16.01773,1331.70044,-347.78354,161.74368,2.27682,577.06567,-74.25842,49.50762,-645.64197,152.92624,33.82008,-1390.53821,-150.05809,19.73095
36,0.292,837.51025,15.46013,1428.48828,-295.99936,15.57892,1316.85535,-1082.61047,15.21153,1333.22852,-369.23154,162.24126,4.79777,575.75134,-72.40301,43.14570,-635.89020,159.74783,29.46708,-1404.46509,-150.87540,21.69879
37,0.300,838.15240,15.22137,1429.96790,-294.88681,15.73252,1319.00488,-1082.36719,14.43464,1334.08594,-388.96597,163.28778,8.92180,571.17969,-70.34919,36.14528,-629.19562,167.56604,25.12702,-1417.73694,-151.55765,23.22928
38,0.308,838.69025,15.00467,1431.12964,-293.93866,15.71614,1320.36536,-1082.29810,13.79715,1334.36731,-405.95218,164.79260,15.11011,564.38550,-68.08942,29.01596,-625.32709,176.42322,21.45799,-1430.19995,-151.85785,24.75910
39,0.317,839.08917,14.80089,1431.96509,-293.16275,15.54974,1320.90051,-1082.30688,13.35515,1334.14148,-419.04367,166.42445,23.57461,555.43604,-65.63936,22.32252,-624.22217,185.95450,18.68084,-1441.09644,-151.59720,26.68563
40,0.325,839.36377,14.57088,1432.45288,-292.55771,15.29540,1320.59656,-1082.30603,13.13447,1333.43066,-427.19675,167.91725,34.08439,543.76685,-63.16664,16.64522,-626.07953,195.35092,16.40583,-1449.19177,-150.89307,29.03395
41,0.333,839.56036,14.25462,1432.56250,-292.10251,15.00939,1319.46741,-1082.24084,13.12740,1332.25110,-429.47171,169.52910,45.95832,528.74524,-61.03710,12.34258,-631.31171,203.78706,13.82064,-1453.27551,-149.93480,31.30014
42,0.342,839.74127,13.77880,1432.25476,-291.75677,14.72059,1317.56409,-1082.09839,13.27360,1330.64429,-425.25266,172.14413,58.30761,510.11160,-59.68440,9.48490,-640.31854,210.71303,10.23584,-1452.87207,-149.05864,32.76981
43,0.350,839.97375,13.07280,1431.49182,-291.47653,14.44550,1314.97571,-1081.88867,13.47214,1328.63586,-414.78165,176.61797,70.31567,488.29239,-59.28249,7.88464,-653.12061,215.87384,5.78279,-1448.35400,-148.88219,32.95964
44,0.358,840.32220,12.10495,1430.25549,-291.23590,14.21404,1311.81860,-1081.63513,13.60884,1326.21094,-399.38382,182.83197,81.31377,464.45676,-59.59443,7.14150,-669.23444,219.27408,1.52446,-1440.29590,-149.94829,31.79038
45,0.367,840.83838,10.91526,1428.56152,-291.03842,14.07894,1308.21863,-1081.38818,13.57285,1323.34863,-380.81223,189.73457,90.80536,439.98447,-60.24551,6.83562,-688.07770,221.09842,-1.44155,-1428.86694,-152.27609,29.52496
46,0.375,841.54675,9.60745,1426.46277,-290.91382,14.09822,1304.29138,-1081.22107,13.27885,1320.05530,-360.33383,196.27681,98.55383,415.76016,-61.00190,6.70171,-709.20123,221.62224,-2.88183,-1413.91895,-155.44008,26.58870
47,0.383,842.43402,8.29802,1424.05078,-290.90790,14.30023,1300.12891,-1081.20667,12.68832,1316.36511,-338.47995,201.96558,104.56729,392.00443,-61.75966,6.58064,-731.95300,221.22482,-3.28388,-1395.57788,-158.93140,23.35247
48,0.392,843.45825,7.07476,1421.45435,-291.07172,14.66073,1295.80054,-1081.39978,11.81690,1312.33533,-315.34793,206.75069,108.97558,368.56680,-62.45615,6.35065,-755.47412,220.37361,-3.21556,-1374.72693,-162.26161,20.08711
49,0.400,844.55927,6.00945,1418.81824,-291.45898,15.11493,1291.36707,-1081.82190,10.74752,1308.05701,-290.92111,210.74840,111.93046,345.24942,-63.05221,5.97599,-779.15015,219.42947,-3.06107,-1352.85376,-164.81419,17.09970
50,0.408,845.66516,5.18011,1416.26758,-292.13477,15.59154,1286.88953,-1082.45862,9.64630,1303.66504,-265.21634,214.07677,113.56731,321.96213,-63.54918,5.53228,-802.72003,218.50407,-3.04414,-1331.02661,-165.95815,14.77804
51,0.417,846.71130,4.64625,1413.89075,-293.18134,16.05140,1282.43018,-1083.28040,8.72986,1299.32178,-238.30301,216.81171,114.00439,298.74155,-64.01161,5.13704,-826.09656,217.57906,-3.22784,-1308.89771,-165.48192,13.46921
52,0.425,847.66138,4.40977,1411.74854,-294.69659,16.53657,1278.06079,-1084.26025,8.16214,1295.17261,-210.27921,218.99907,113.35210,275.71463,-64.54581,4.87534,-849.28668,216.65637,-3.52731,-1285.18726,-163.71205,13.36951
53,0.433,848.49518,4.40833,1409.89417,-296.77454,17.20596,1273.87891,-1085.36926,7.95151,1291.29272,-181.24911,220.67453,111.71983,252.97006,-65.21503,4.77008,-872.33966,215.73613,-3.80443,-1259.16089,-161.23029,14.47351
54,0.442,849.17438,4.53796,1408.39160,-299.44571,18.28223,1270.01025,-1086.55957,7.95037,1287.68079,-151.31442,221.87447,109.21825,230.40585,-65.98376,4.76564,-895.27545,214.80156,-3.97825,-1231.24097,-158.49136,16.50810
55,0.450,849.63202,4.69184,1407.32007,-302.58972,19.89472,1266.58716,-1087.76245,7.95401,1284.31250,-120.57260,222.63844,105.95927,207.79861,-66.75714,4.74956,-918.07922,213.89799,-4.03863,-1202.32593,-155.53442,18.98278
56,0.458,849.78949,4.79001,1406.76013,-305.89984,21.94118,1263.71436,-1088.91711,7.79323,1281.20313,-89.11960,223.00807,102.05531,185.03818,-67.46510,4.62882,-940.74915,213.12123,-3.99359,-1172.92163,-152.03189,21.44528
57,0.467,849.57532,4.77950,1406.77759,-308.98059,24.11671,1261.44971,-1090.00537,7.35594,1278.43201,-57.05075,223.02556,97.61899,162.18094,-68.11267,4.41039,-963.35278,212.48331,-3.88401,-1142.97266,-147.53812,23.66989
58,0.475,848.93964,4.62940,1407.41797,-311.52936,26.09386,1259.80884,-1091.03931,6.56680,1276.13892,-24.46118,222.73271,92.76292,139.27731,-68.78256,4.22127,-986.03394,211.86951,-3.78185,-1112.28943,-141.75491,25.60976
59,0.483,847.86365,4.33899,1408.70593,-313.44714,27.67793,1258.78369,-1092.01489,5.39016,1274.50342,8.55478,222.17059,87.59953,116.32462,-69.60141,4.22623,-1008.92670,211.17462,-3.69313,-1080.90454,-134.78511,27.31213
60,0.492,846.35565,3.93905,1410.63562,-314.80859,28.82971,1258.36816,-1092.89148,3.86438,1273.69739,41.90231,221.37959,82.24038,93.36798,-70.63774,4.48575,-1032.07263,210.40498,-3.55555,-1049.07019,-127.11589,28.92722
61,0.500,844.44910,3.46952,1413.16504,-315.76266,29.60548,1258.56934,-1093.61731,2.10509,1273.82214,75.48373,220.40082,76.79523,70.42731,-71.77563,4.85390,-1055.44080,209.60268,-3.34819,-1017.21411,-119.28994,30.66843
62,0.508,842.20197,2.95423,1416.22864,-316.44949,30.08635,1259.39661,-1094.17383,0.23863,1274.86816,109.19312,219.27927,71.37215,47.37646,-72.77144,5.05623,-1079.00879,208.75507,-3.11561,-985.85162,-111.60543,32.63531
63,0.517,839.68146,2.40365,1419.74988,-316.95340,30.32424,1260.84448,-1094.58435,-1.69226,1276.72498,142.91425,218.06787,66.08171,24.04312,-73.48051,4.93136,-1102.76904,207.84326,-2.89506,-955.24817,-104.10560,34.68703
64,0.525,836.95471,1.82267,1423.64380,-317.28397,30.32120,1262.88696,-1094.87122,-3.74812,1279.23975,176.53458,216.82567,61.04747,0.35175,-73.92316,4.55411,-1126.64709,206.93954,-2.65211,-925.25848,-96.76085,36.54699
65,0.533,834.09686,1.20772,1427.82605,-317.39050,30.05034,1265.48511,-1095.01624,-5.99330,1282.28918,209.99074,215.59796,56.41876,-23.65796,-74.19430,4.14329,-1150.52637,206.15800,-2.30001,-895.62061,-89.56400,37.99933
66,0.542,831.19202,0.56321,1432.22571,-317.21210,29.50625,1268.59924,-1094.97681,-8.37265,1285.81238,243.33856,214.36952,52.36442,-47.87698,-74.45110,3.90603,-1174.39722,205.47374,-1.81694,-866.32947,-82.57320,38.99329
67,0.550,828.32251,-0.07997,1436.79016,-316.72867,28.74080,1272.19299,-1094.74280,-10.68839,1289.79651,276.76666,213.01445,49.00692,-72.20737,-74.84749,3.90766,-1198.41040,204.71001,-1.31121,-837.70972,-76.01441,39.68149
68,0.558,825.55823,-0.67823,1441.48254,-315.96454,27.82971,1276.22290,-1094.35583,-12.70924,1294.23730,310.43030,211.31763,46.29553,-96.63367,-75.37564,4.06069,-1222.77759,203.75830,-0.92568,-810.14069,-70.26810,40.35373
69,0.567,822.94958,-1.19730,1446.27222,-314.95883,26.81027,1280.62500,-1093.87231,-14.31551,1299.09338,344.26105,209.10689,44.02060,-121.19693,-75.91115,4.25752,-1247.60461,202.71147,-0.71592,-783.74304,-65.68745,41.23409
70,0.575,820.53210,-1.61620,1451.12402,-313.75610,25.68579,1285.31409,-1093.34131,-15.52631,1304.25439,378.10260,206.43503,42.20752,-145.91760,-76.40585,4.47502,-1272.76074,201.76343,-0.61353,-758.39856,-62.47934,42.36670
71,0.583,818.34180,-1.92952,1455.98767,-312.41345,24.47200,1290.19202,-1092.82007,-16.38700,1309.54480,411.83142,203.70743,41.49569,-170.78082,-76.91368,4.74549,-1297.84363,201.07944,-0.39307,-734.08160,-60.78100,43.68992
72,0.592,816.41644,-2.15014,1460.79456,-310.99014,23.20341,1295.15430,-1092.37878,-16.86371,1314.75366,444.78525,201.55675,42.66756,-195.75804,-77.49245,5.08545,-1322.19836,200.81989,0.39378,-711.09924,-60.68317,45.05289
73,0.600,814.76373,-2.28757,1465.47485,-309.53430,21.91335,1300.08569,-1092.08118,-16.88562,1319.66528,475.05106,200.38727,45.47038,-220.79936,-78.16523,5.46613,-1345.06982,201.13243,2.28885,-689.98328,-62.04044,46.05279
74,0.608,813.33661,-2.33324,1469.98218,-308.08942,20.63508,1304.85510,-1091.96033,-16.48496,1324.07495,499.87564,200.00923,48.15077,-245.80447,-78.94148,5.81432,-1366.01685,201.94040,5.50292,-671.24707,-64.46582,45.99852
75,0.617,812.05707,-2.28759,1474.29578,-306.70450,19.42315,1309.32483,-1092.01160,-15.82949,1327.80273,517.16180,199.81467,48.55268,-270.56265,-79.86211,6.06803,-1385.19922,202.91959,9.71167,-655.28711,-67.69516,44.32957
76,0.625,810.85925,-2.18480,1478.39917,-305.42557,18.36874,1313.36584,-1092.20496,-15.10319,1330.71899,526.67004,199.31601,45.72921,-294.65881,-81.00802,6.30040,-1403.06104,203.83257,14.43725,-642.35822,-71.80148,41.14463
77,0.633,809.70294,-2.07509,1482.26941,-304.27271,17.56708,1316.86475,-1092.49280,-14.42115,1332.77917,529.95703,198.45322,40.42952,-317.50903,-82.43145,6.78047,-1419.80896,204.67488,19.44571,-632.49915,-76.92493,37.12708
78,0.642,808.55469,-1.98595,1485.88867,-303.22543,17.04659,1319.72437,-1092.80554,-13.85075,1334.03137,529.31250,197.39058,34.18707,-338.58432,-84.14797,7.86270,-1435.22693,205.42578,24.60528,-625.50415,-82.94237,33.01541
79,0.650,807.37170,-1.90162,1489.25403,-302.23877,16.75783,1321.86902,-1093.05408,-13.44413,1334.58911,526.52728,196.16953,28.12182,-357.49478,-86.25531,9.83720,-1448.73438,205.79347,29.57561,-621.01428,-89.47976,29.36619
80,0.658,806.10730,-1.77212,1492.37109,-301.28003,16.63262,1323.24890,-1093.14209,-13.24698,1334.59033,522.14868,194.69113,22.49235,-373.87845,-88.86748,12.95890,-1459.63342,205.29099,33.87182,-618.67065,-96.08072,26.56485
81,0.667,804.71735,-1.53532,1495.23438,-300.35245,16.61686,1323.83716,-1092.98840,-13.29941,1334.16235,515.52185,192.95932,17.05011,-387.30075,-91.73219,17.58525,-1467.40576,203.67682,37.20618,-618.31799,-102.35859,24.62016
82,0.675,803.15796,-1.13262,1497.81104,-299.49442,16.66850,1323.62463,-1092.55554,-13.63087,1333.39917,505.51666,191.15971,11.67951,-396.96872,-94.25404,24.12782,-1471.71741,201.37238,39.67092,-620.23151,-108.12066,22.96189
83,0.683,801.40582,-0.52729,1500.05225,-298.76312,16.76133,1322.62048,-1091.87695,-14.24679,1332.35205,491.40344,189.49318,6.81450,-401.57532,-96.19185,32.65438,-1472.36755,199.34300,41.49094,-625.15729,-113.27831,20.68204
84,0.692,799.50555,0.25755,1501.93042,-298.21426,16.88244,1320.85620,-1091.07251,-15.09550,1331.02454,473.27567,188.04407,3.19869,-399.95804,-97.95592,42.43052,-1469.39038,198.51396,42.58458,-633.93433,-117.57632,17.10508
85,0.700,797.56342,1.14360,1503.44995,-297.88974,17.01421,1318.39185,-1090.32153,-16.05321,1329.36902,451.87589,186.80721,1.13829,-391.94083,-100.12514,52.09631,-1462.92493,199.33577,42.53531,-646.85162,-120.56203,12.31132
86,0.708,795.68298,2.06749,1504.61243,-297.81433,17.12181,1315.31396,-1089.79761,-16.99079,1327.31226,428.26990,185.77568,0.23826,-378.35132,-103.01266,60.48240,-1452.93640,201.76614,41.02753,-663.45776,-121.99496,7.25305
87,0.717,793.94360,3.00506,1505.40100,-297.99573,17.15785,1311.72266,-1089.62000,-17.86119,1324.80200,403.64389,184.93823,-0.06154,-360.45044,-106.61606,67.13792,-1439.32361,205.41415,38.18069,-683.09595,-122.23653,3.18358
88,0.725,792.42688,3.92435,1505.80322,-298.42889,17.07255,1307.71826,-1089.84790,-18.68489,1321.83997,378.95706,184.20244,-0.07877,-339.44412,-110.72089,72.17388,-1422.36389,209.67889,34.53159,-705.19977,-122.08721,0.82934
89,0.733,791.22931,4.75257,1505.82581,-299.10614,16.82364,1303.39282,-1090.48425,-19.46249,1318.47729,354.60205,183.42928,-0.01127,-316.29382,-115.02459,75.89338,-1403.05713,213.82460,30.83005,-729.01697,-122.27226,0.13747
90,0.742,790.43933,5.39459,1505.48840,-300.02527,16.39130,1298.82483,-1091.47351,-20.13127,1314.79675,330.51971,182.55843,-0.06042,-291.75238,-119.24206,78.57542,-1382.90454,217.03387,27.77750,-753.63501,-123.10197,0.58194
91,0.750,790.09149,5.77715,1504.81555,-301.19458,15.78762,1294.08240,-1092.71912,-20.61408,1310.89929,306.56613,181.64363,-0.32772,-266.42548,-123.16498,80.40990,-1362.88232,218.68996,25.81090,-778.31519,-124.44935,1.49941
92,0.758,790.14063,5.87682,1503.83521,-302.63821,15.05514,1289.23047,-1094.11133,-20.93362,1306.89124,282.70209,180.76978,-0.73631,-240.71149,-126.69260,81.53271,-1342.59387,218.79718,25.06681,-802.67096,-125.94036,2.39549
93,0.767,790.45667,5.74106,1502.58411,-304.40033,14.26243,1284.34387,-1095.54272,-21.26716,1302.86450,258.96704,179.96951,-1.11495,-214.69272,-129.86964,82.09620,-1320.83167,217.99129,25.47654,-826.72412,-127.21642,3.12660
94,0.775,790.83612,5.49614,1501.10962,-306.53925,13.46819,1279.51990,-1096.90808,-21.82158,1298.89111,235.40285,179.22417,-1.34755,-188.19505,-132.83553,82.26511,-1296.85376,216.97119,26.76376,-850.68713,-128.13380,3.69191
95,0.783,791.08423,5.27459,1499.47437,-309.10825,12.64179,1274.88000,-1098.11169,-22.63410,1295.02246,212.00095,178.52042,-1.45385,-161.01831,-135.63818,82.13642,-1270.84851,215.92732,28.42519,-874.59015,-128.79404,3.98070
96,0.792,791.11218,5.12326,1497.76489,-312.11761,11.62236,1270.55994,-1099.09595,-23.52662,1291.27856,188.69867,177.89349,-1.53590,-133.05444,-138.13235,81.67201,-1243.43164,214.52469,29.99026,-898.21735,-129.28937,3.82768
97,0.800,790.92957,5.00993,1496.08301,-315.46817,10.20809,1266.69482,-1099.87744,-24.23357,1287.65906,165.43170,177.37962,-1.67564,-104.20309,-140.14256,80.71971,-1215.05542,212.27347,31.32923,-921.32922,-129.44748,3.15233
98,0.808,790.57715,4.87886,1494.52856,-318.89874,8.32295,1263.40222,-1100.54114,-24.52287,1284.19434,142.15070,176.93787,-1.89018,-74.28421,-141.69241,79.11484,-1185.89551,208.81653,32.57775,-943.98779,-129.13760,2.14035
99,0.817,790.08948,4.67493,1493.19275,-322.03381,6.07614,1260.76135,-1101.17883,-24.22462,1281.00024,118.80551,176.48137,-2.12467,-43.13016,-142.95476,76.77579,-1156.06006,204.05731,33.86167,-966.72583,-128.78525,1.39223
100,0.825,789.47980,4.35793,1492.15039,-324.53952,3.65748,1258.80627,-1101.81726,-23.25023,1278.29199,95.37692,175.94328,-2.29238,-10.75180,-144.03012,73.75223,-1125.75879,198.26674,35.23903,-990.11310,-129.05136,1.47395
101,0.833,788.72870,3.92607,1491.44885,-326.27646,1.24556,1257.54919,-1102.40747,-21.64822,1276.33167,71.90598,175.30363,-2.36064,22.70401,-144.89050,70.19684,-1095.31689,192.02551,36.80757,-1014.16205,-130.00113,2.19951
102,0.842,787.78754,3.41900,1491.10571,-327.33508,-0.96807,1257.01074,-1102.89795,-19.61118,1275.32507,48.44196,174.63528,-2.35763,57.12692,-145.41824,66.26926,-1065.06921,185.84030,38.64860,-1038.47974,-131.25760,2.92080
103,0.850,786.61224,2.87884,1491.10999,-327.93814,-2.77924,1257.21716,-1103.30945,-17.39629,1275.34265,24.95410,174.08455,-2.29973,92.47733,-145.42868,62.08669,-1035.21033,179.81900,40.64475,-1062.75293,-132.72350,3.42038
104,0.858,785.21014,2.30983,1491.42773,-328.29935,-4.06925,1258.16846,-1103.71399,-15.24734,1276.32056,1.32965,173.69252,-2.19839,128.70645,-144.74268,57.75805,-1005.76245,173.80870,42.49263,-1086.77246,-134.37885,3.86231
105,0.867,783.64777,1.68330,1492.01489,-328.54224,-4.86092,1259.82495,-1104.14807,-13.35585,1278.11707,-22.54166,173.25209,-2.13420,165.67850,-143.25800,53.44683,-976.72614,167.69955,43.87734,-1110.49927,-136.12984,4.33502
106,0.875,782.01971,0.96955,1492.83167,-328.69397,-5.26999,1262.12354,-1104.57947,-11.80812,1280.57629,-46.71988,172.45876,-2.23704,203.12534,-140.98804,49.40182,-948.25421,161.53024,44.59480,-1134.23975,-138.03250,4.90293
107,0.883,780.43011,0.14948,1493.84619,-328.71500,-5.43587,1264.99658,-1104.94531,-10.54514,1283.57349,-71.18253,171.26645,-2.52595,240.69669,-138.06891,45.87972,-920.63617,155.45703,44.60286,-1158.18359,-139.58295,5.48694
108,0.892,778.99805,-0.78988,1495.02344,-328.53952,-5.48254,1268.38208,-1105.18689,-9.42925,1287.04138,-95.76767,170.03644,-2.79028,278.09982,-134.70526,43.04491,-894.09308,149.66150,43.99407,-1182.15759,-139.97414,5.85216
109,0.900,777.83441,-1.84245,1496.31433,-328.11292,-5.50993,1272.22461,-1105.26074,-8.36812,1290.95642,-120.26456,169.18199,-2.75315,315.20602,-131.07214,41.01283,-868.61206,144.25974,42.91280,-1206.16382,-139.60336,6.03795
110,0.908,777.00378,-2.96659,1497.66089,-327.41223,-5.59479,1276.46191,-1105.14880,-7.35110,1295.29150,-144.62155,168.68692,-2.35419,352.04477,-127.26138,40.02242,-843.99579,139.36353,41.52548,-1230.47656,-139.58240,6.24683
