"Frame","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
11,0.083,992.24109,-19.53421,1278.70581,-216.70541,-31.52128,1293.66833,-963.89099,92.20856,1274.66174,266.12662,64.94388,-3.19008,-29.87476,-236.70506,42.45885,-1266.18408,281.39487,-3.68309,-411.41541,-174.54845,30.93338
12,0.092,994.57294,-19.67507,1274.20374,-218.20981,-31.17700,1293.87402,-964.55664,91.74559,1270.69360,252.28650,65.90555,-3.08649,-1.51044,-234.18671,43.54750,-1280.18164,282.39182,-3.76460,-405.33179,-171.69078,26.92278
13,0.100,996.79883,-19.91731,1269.93555,-219.54576,-30.70807,1294.18555,-964.97906,91.21972,1266.75610,238.35596,66.83214,-3.01100,27.34650,-231.32417,44.64165,-1294.14905,283.28976,-3.84751,-402.75439,-167.67154,22.11137
14,0.108,998.91455,-20.26474,1265.95142,-220.70537,-30.16129,1294.59119,-965.18622,90.59869,1262.90173,224.33659,67.77424,-2.93297,56.57544,-228.15102,45.79037,-1308.11084,284.13531,-3.89021,-403.56445,-162.54263,16.42455
15,0.117,1000.91980,-20.70719,1262.30664,-221.65923,-29.60895,1295.04407,-965.20392,89.85798,1259.17810,210.27185,68.74236,-2.85283,85.98404,-224.80420,47.12204,-1322.10278,285.04227,-3.85490,-407.20071,-156.58939,10.09060
16,0.125,1002.81390,-21.22444,1259.05981,-222.35611,-29.12189,1295.47803,-965.04169,88.98770,1255.62036,196.19705,69.75169,-2.81458,115.38507,-221.45346,48.73692,-1336.06885,286.06683,-3.74912,-412.83008,-150.47545,3.74312
17,0.133,1004.59625,-21.80886,1256.27002,-222.74371,-28.73842,1295.83398,-964.69568,87.98733,1252.25269,182.13206,70.81447,-2.86182,144.66849,-218.18730,50.62472,-1349.94434,287.17908,-3.61768,-419.99850,-145.21893,-1.78303
18,0.142,1006.26532,-22.46782,1253.99158,-222.79239,-28.45029,1296.06921,-964.15845,86.87241,1249.10437,168.14078,71.85228,-3.03290,173.81369,-214.97826,52.66692,-1363.70581,288.29962,-3.51950,-429.05328,-141.62567,-5.78582
19,0.150,1007.81134,-23.20142,1252.26428,-222.50420,-28.21294,1296.15027,-963.42303,85.69537,1246.23303,154.28967,72.75228,-3.34026,202.84497,-211.75626,54.70260,-1377.27576,289.34351,-3.45862,-440.45303,-139.65471,-8.00813
20,0.158,1009.21069,-23.99282,1251.11499,-221.90771,-27.97230,1296.04651,-962.48694,84.55673,1243.73376,140.54678,73.53751,-3.69453,231.77893,-208.50475,56.59247,-1390.52136,290.29401,-3.25263,-453.80731,-138.58527,-8.82893
21,0.167,1010.42975,-24.81675,1250.56738,-221.04254,-27.68784,1295.72620,-961.36133,83.59573,1241.72400,126.80209,74.32600,-3.94257,260.62012,-205.26950,58.23002,-1403.39111,291.37482,-2.49371,-468.06812,-137.74863,-8.98194
22,0.175,1011.43616,-25.65054,1250.64172,-219.95348,-27.34719,1295.16321,-960.07629,82.96061,1240.31750,112.96570,75.17088,-4.00559,289.43469,-202.08832,59.50905,-1416.05835,293.14221,-0.70350,-482.37787,-136.89120,-9.01785
23,0.183,1012.20831,-26.48209,1251.34973,-218.70270,-26.97573,1294.35266,-958.67731,82.76839,1239.59863,99.03400,76.08569,-3.90761,318.40747,-198.96567,60.31362,-1428.92358,296.09848,2.37144,-496.40497,-136.02708,-9.13832
24,0.192,1012.73224,-27.30836,1252.69177,-217.36302,-26.61757,1293.31909,-957.21808,83.07309,1239.60339,85.09375,77.07092,-3.73255,347.77350,-195.91422,60.56808,-1442.23596,300.09375,6.55187,-510.15216,-135.23315,-9.35788
25,0.200,1012.99390,-28.12373,1254.65173,-215.98328,-26.29297,1292.10681,-955.76099,83.85037,1240.31995,71.25275,78.03443,-3.60227,377.66779,-192.98666,60.31751,-1455.56458,304.26541,11.25981,-523.70825,-134.56364,-9.62984
26,0.208,1012.97986,-28.91421,1257.19714,-214.57672,-25.98783,1290.76965,-954.37543,85.00242,1241.70520,57.56671,78.85223,-3.59860,408.00146,-190.26704,59.77045,-1467.90454,307.58624,15.75358,-537.13251,-134.01488,-9.91239
27,0.217,1012.68103,-29.66899,1260.28113,-213.14429,-25.68426,1289.36572,-953.11969,86.38526,1243.69446,44.02087,79.49590,-3.68097,438.41125,-187.85223,59.24192,-1478.50415,309.48282,19.59866,-550.44757,-133.53784,-10.20347
28,0.225,1012.09265,-30.39069,1263.84631,-211.69504,-25.37621,1287.95227,-952.02051,87.84520,1246.20325,30.55032,80.01802,-3.74043,468.27600,-185.81007,58.96826,-1487.32495,310.01984,23.02012,-563.68207,-133.10904,-10.49009
29,0.233,1011.21460,-31.08842,1267.82959,-210.24837,-25.05944,1286.57727,-951.07111,89.24983,1249.12817,17.08823,80.47376,-3.73523,496.79547,-184.11140,58.90274,-1494.49792,309.66550,26.67660,-576.90149,-132.72777,-10.73447
30,0.242,1010.05212,-31.77248,1272.16602,-208.82712,-24.72967,1285.27271,-950.24017,90.50697,1252.36694,3.61359,80.89308,-3.72936,523.13873,-182.63593,58.68914,-1499.61841,308.97418,31.09731,-590.17889,-132.35463,-10.93826
31,0.250,1008.61597,-32.45338,1276.78809,-207.44394,-24.37637,1284.05066,-949.48218,91.56566,1255.84363,-9.86020,81.31369,-3.79255,546.65662,-181.26443,57.83754,-1501.76721,308.21454,36.19683,-603.53564,-131.94267,-11.11924
32,0.258,1006.91931,-33.13258,1281.62463,-206.08621,-23.96806,1282.90503,-948.75330,92.40508,1259.51196,-23.34335,81.81127,-3.91646,567.11505,-179.96552,55.98027,-1500.03857,307.08585,41.18456,-616.92096,-131.46753,-11.23891
33,0.267,1004.97968,-33.80700,1286.60693,-204.72768,-23.48650,1281.82593,-948.02521,93.01080,1263.33789,-36.86923,82.45944,-4.04103,584.78522,-178.81113,53.05403,-1494.03552,304.86151,44.94529,-630.27460,-130.89833,-11.24671
34,0.275,1002.82336,-34.48530,1291.67419,-203.36734,-22.99317,1280.82031,-947.28729,93.34594,1267.29016,-50.42789,83.26358,-4.11399,600.22717,-177.88350,49.25231,-1484.09375,300.94879,46.68303,-643.61963,-130.19685,-11.16491
35,0.283,1000.48126,-35.18187,1296.77429,-202.04172,-22.62271,1279.91162,-946.54633,93.36167,1271.34033,-63.97510,84.15656,-4.13003,613.88489,-177.15968,44.81129,-1471.04163,295.43069,46.54510,-657.04211,-129.33717,-11.05644
36,0.292,997.98456,-35.90213,1301.85571,-200.79445,-22.50385,1279.11963,-945.82117,93.04292,1275.46106,-77.51416,85.06146,-4.13376,625.84210,-176.53920,39.87505,-1455.67761,288.99060,45.58506,-670.59399,-128.34096,-10.93961
37,0.300,995.36670,-36.64438,1306.86548,-199.64116,-22.70408,1278.44836,-945.12421,92.42071,1279.62158,-91.10928,85.94714,-4.16302,635.89734,-175.96735,34.50687,-1438.54749,282.27029,44.88972,-684.28235,-127.27932,-10.79547
38,0.308,992.66278,-37.40652,1311.75061,-198.55664,-23.22817,1277.89929,-944.44482,91.54208,1283.78967,-104.81989,86.83398,-4.19948,643.77759,-175.44020,28.74844,-1420.00793,275.45267,44.81193,-698.10632,-126.21680,-10.63360
39,0.317,989.90936,-38.18290,1316.45728,-197.48956,-24.04566,1277.48853,-943.75104,90.43513,1287.93066,-118.66086,87.77220,-4.19877,649.27216,-174.91606,22.70259,-1400.19312,268.45996,45.05775,-712.04730,-125.17943,-10.50484
40,0.325,987.14758,-38.95878,1320.93115,-196.39081,-25.12128,1277.24646,-943.00415,89.09341,1292.01013,-132.61252,88.80669,-4.13900,652.23486,-174.30919,16.61770,-1378.89404,261.17847,45.15287,-726.07043,-124.13766,-10.45226
41,0.333,984.41711,-39.71484,1325.12036,-195.23294,-26.42317,1277.19458,-942.17120,87.50304,1296.00696,-146.62839,89.94881,-4.01184,652.50269,-173.49603,10.89150,-1355.65833,253.45264,44.76168,-740.14673,-123.02552,-10.45169
42,0.342,981.75366,-40.43051,1328.98010,-194.01398,-27.91557,1277.32715,-941.23267,85.70123,1299.91968,-160.63724,91.16872,-3.80854,649.79889,-172.31610,6.03629,-1330.23706,245.40010,44.05073,-754.25244,-121.84847,-10.41578
43,0.350,979.19873,-41.07717,1332.47229,-192.74629,-29.56005,1277.62036,-940.18573,83.80691,1303.75598,-174.61166,92.39737,-3.54481,643.82355,-170.69818,2.57414,-1302.77405,237.56540,43.66275,-768.36560,-120.72031,-10.29685
44,0.358,976.80725,-41.62189,1335.56311,-191.44000,-31.31859,1278.05457,-939.04578,81.97452,1307.50781,-188.64688,93.54372,-3.27961,634.62598,-168.74022,0.68618,-1273.49121,230.33949,43.99175,-782.47736,-119.72140,-10.17149
45,0.367,974.64471,-42.04257,1338.22363,-190.09874,-33.14466,1278.62561,-937.84595,80.30562,1311.13110,-202.84830,94.52881,-3.11541,622.79388,-166.65158,-0.02992,-1242.58411,223.65480,44.90059,-796.60077,-118.78456,-10.15930
46,0.375,972.78162,-42.33077,1340.42932,-188.73032,-34.97411,1279.34277,-936.63007,78.81207,1314.55908,-217.14731,95.37038,-3.12360,609.25336,-164.71567,-0.23134,-1210.35437,217.26794,46.20057,-810.73761,-117.79529,-10.25658
47,0.383,971.28180,-42.48624,1342.15808,-187.35597,-36.73249,1280.22290,-935.43958,77.44685,1317.73804,-231.32883,96.23088,-3.23682,595.00214,-163.17612,-0.33358,-1177.08936,210.82117,47.76597,-824.84839,-116.73433,-10.33763
48,0.392,970.18640,-42.51725,1343.38892,-186.01189,-38.35903,1281.28735,-934.30957,76.14249,1320.65112,-245.14352,97.27823,-3.29592,580.78363,-162.07434,-0.38898,-1142.97729,203.93050,49.31034,-838.89685,-115.65569,-10.32150
49,0.400,969.50378,-42.43871,1344.10449,-184.74658,-39.82121,1282.55579,-933.27856,74.83058,1323.30908,-258.35898,98.55087,-3.16342,566.85547,-161.26817,-0.32367,-1108.30212,196.75208,50.66069,-852.88464,-114.60112,-10.23901
50,0.408,969.21155,-42.26382,1344.29749,-183.61333,-41.09937,1284.03320,-932.39276,73.45322,1325.72058,-270.88754,100.00131,-2.76328,553.13879,-160.55890,-0.20437,-1073.51843,190.13071,52.06427,-866.83044,-113.59578,-10.14169
51,0.417,969.26807,-41.99844,1343.97083,-182.65863,-42.16950,1285.69885,-931.69965,71.97807,1327.87756,-283.03873,101.57091,-2.08620,539.48511,-159.80441,-0.20255,-1038.97583,184.68481,53.79865,-880.76556,-112.69389,-10.03490
52,0.425,969.62793,-41.64286,1343.13501,-181.91534,-43.01024,1287.50720,-931.24048,70.41630,1329.76367,-295.74344,103.23117,-1.10007,525.79083,-158.98514,-0.36610,-1004.62292,180.06641,55.69066,-894.70959,-111.93758,-9.91576
53,0.433,970.25073,-41.20221,1341.80994,-181.40520,-43.61331,1289.39160,-931.04993,68.82254,1331.36316,-310.33279,104.98234,0.41612,512.00781,-158.14851,-0.57359,-970.09528,175.58365,57.33012,-908.60712,-111.25159,-9.81237
54,0.442,971.10223,-40.69761,1340.02698,-181.14240,-43.98091,1291.26721,-931.15991,67.27085,1332.66272,-327.60184,106.75230,2.98237,498.15179,-157.30988,-0.69297,-935.08801,171.11517,58.53928,-922.37671,-110.50169,-9.75306
55,0.450,972.14594,-40.15899,1337.81885,-181.13260,-44.11786,1293.04431,-931.59900,65.83234,1333.65198,-346.76682,108.35398,7.49421,484.29785,-156.44708,-0.70572,-899.59833,166.90457,59.32700,-936.03235,-109.66191,-9.71551
56,0.458,973.33661,-39.60200,1335.20422,-181.37514,-44.02989,1294.64856,-932.38409,64.56656,1334.32520,-365.19559,109.62630,14.98081,470.53033,-155.54095,-0.69469,-863.88843,162.97849,59.61821,-949.65247,-108.80825,-9.64081
57,0.467,974.62842,-39.01474,1332.18604,-181.87138,-43.73148,1296.03638,-933.51147,63.51132,1334.68286,-379.21127,110.55544,25.57415,456.89703,-154.59653,-0.75775,-828.34601,159.34944,59.39173,-963.26904,-107.96098,-9.53053
58,0.475,975.99457,-38.36994,1328.76367,-182.62918,-43.24828,1297.19690,-934.95123,62.67176,1334.72815,-385.75644,111.30887,37.57618,443.38916,-153.64769,-0.93027,-793.38635,156.36211,58.87275,-976.87195,-107.05185,-9.48867
59,0.483,977.43463,-37.65227,1324.94202,-183.65393,-42.59949,1298.14331,-936.65009,62.03028,1334.46509,-383.78348,112.26210,48.15226,429.93945,-152.71713,-1.16903,-759.31323,154.35153,58.24305,-990.47040,-106.05550,-9.59974
60,0.492,978.96667,-36.87686,1320.72949,-184.93025,-41.77964,1298.90125,-938.54309,61.57188,1333.89917,-374.09683,113.84384,55.16128,416.46448,-151.78934,-1.39594,-726.22083,153.30826,57.33877,-1004.10449,-105.00291,-9.80405
61,0.500,980.61865,-36.08421,1316.13220,-186.41493,-40.76875,1299.50488,-940.56903,61.29882,1333.03552,-358.20621,116.18147,58.23644,402.93439,-150.85838,-1.55668,-694.12518,153.14847,55.85505,-1017.78680,-103.92430,-9.95131
62,0.508,982.42139,-35.31878,1311.15283,-188.05431,-39.56140,1299.99500,-942.68292,61.22984,1331.87854,-337.67044,118.90018,58.40626,389.37689,-149.94843,-1.64640,-663.13220,153.94312,53.66212,-1031.45752,-102.93710,-9.92651
63,0.517,984.39722,-34.60901,1305.79285,-189.80331,-38.18380,1300.41101,-944.86102,61.38832,1330.43689,-314.13120,121.30659,57.05424,375.82111,-149.07494,-1.68832,-633.39771,155.77573,50.81052,-1045.03833,-102.17173,-9.72804
64,0.525,986.55121,-33.95779,1300.05664,-191.62837,-36.69114,1300.77832,-947.09131,61.78320,1328.72168,-289.33072,122.82294,55.18284,362.28290,-148.23135,-1.70520,-605.01672,158.69485,47.37572,-1058.50403,-101.55672,-9.50853
65,0.533,988.86725,-33.34561,1293.95764,-193.50485,-35.15168,1301.10522,-949.35419,62.39759,1326.73938,-264.73032,123.30429,53.28336,348.77356,-147.40456,-1.71679,-578.10095,162.86931,43.38479,-1071.91760,-100.95045,-9.44982
66,0.542,991.31018,-32.74601,1287.52661,-195.41608,-33.62918,1301.39307,-951.60913,63.19316,1324.49194,-240.96701,123.01358,51.60596,335.28894,-146.58327,-1.74187,-552.88867,168.59233,38.87076,-1085.37793,-100.35416,-9.52168
67,0.550,993.82874,-32.13786,1280.81824,-197.35089,-32.17142,1301.64893,-953.79816,64.12270,1321.98169,-217.71243,122.38383,50.41951,321.82483,-145.76489,-1.77991,-529.71021,176.10760,33.96077,-1098.89685,-99.80565,-9.53552
68,0.558,996.35962,-31.50597,1273.91077,-199.29982,-30.79986,1301.88696,-955.86047,65.14536,1319.21606,-194.13071,121.75404,49.92508,308.39142,-144.95343,-1.80365,-509.05042,185.48093,28.85858,-1112.42261,-99.26653,-9.42592
69,0.567,998.83466,-30.83740,1266.90393,-201.25586,-29.50912,1302.12219,-957.74982,66.23270,1316.20850,-169.48880,121.19511,49.98398,294.97198,-144.14764,-1.78869,-491.63947,196.46326,23.72960,-1125.98242,-98.61591,-9.29372
70,0.575,1001.19574,-30.11949,1259.91382,-203.21976,-28.28498,1302.36877,-959.44525,67.35861,1312.97437,-143.44559,120.55638,50.14672,281.49902,-143.34337,-1.72848,-478.25690,208.40729,18.67859,-1139.68872,-97.57356,-9.28578
71,0.583,1003.40601,-29.34532,1253.06152,-205.19449,-27.13004,1302.64075,-960.94800,68.49414,1309.52966,-116.00119,119.68958,50.01760,267.90332,-142.52338,-1.63366,-469.39819,220.38234,13.77082,-1153.62061,-95.83255,-9.51145
72,0.592,1005.45056,-28.51573,1246.46313,-207.16763,-26.07421,1302.94568,-962.26660,69.61562,1305.89355,-87.31955,118.60414,49.52755,254.16412,-141.65625,-1.54171,-465.05493,231.37051,8.99429,-1167.69800,-93.67725,-9.86946
73,0.600,1007.32983,-27.62582,1240.22510,-209.09761,-25.14803,1303.27112,-963.40778,70.70949,1302.09570,-57.61288,117.41647,48.93380,240.30908,-140.74022,-1.48743,-464.64478,240.53848,4.40491,-1181.69434,-92.15083,-10.01597
74,0.608,1009.04865,-26.65816,1234.44128,-210.91756,-24.34979,1303.58167,-964.37634,71.77358,1298.18835,-27.17700,116.21445,48.66993,226.38953,-139.79419,-1.46784,-467.17914,247.48592,0.40587,-1195.48523,-91.81589,-9.76887
75,0.617,1010.60907,-25.59342,1229.19458,-212.55960,-23.65941,1303.82629,-965.17487,72.82115,1294.25732,3.56326,114.98410,49.13144,212.44467,-138.80856,-1.45630,-471.84082,252.20567,-2.38181,-1209.18774,-91.95020,-9.35284
76,0.625,1012.01044,-24.42014,1224.56091,-213.98143,-23.07584,1303.94824,-965.80188,73.87424,1290.42505,34.17987,113.59123,50.48899,198.48169,-137.77521,-1.42934,-478.64185,254.97704,-3.76336,-1222.95166,-91.69067,-9.04967
77,0.633,1013.24707,-23.13783,1220.60767,-215.17180,-22.62255,1303.89148,-966.25061,74.94957,1286.84375,64.42557,111.82735,52.66671,184.51321,-136.72864,-1.39353,-488.14679,256.39798,-4.24710,-1236.79077,-90.98917,-8.88213
78,0.642,1014.30054,-21.76070,1217.38855,-216.13864,-22.31922,1303.60901,-966.50629,76.05564,1283.67932,94.26147,109.56963,55.46677,170.58563,-135.71204,-1.38718,-500.30304,257.21579,-4.47642,-1250.66724,-90.18553,-8.70371
79,0.650,1015.14130,-20.31755,1214.94324,-216.89539,-22.15390,1303.07056,-966.54980,77.18752,1281.08801,123.74310,106.90324,58.67163,156.73990,-134.71869,-1.44656,-514.06067,257.96713,-4.72315,-1264.56348,-89.41980,-8.45840
80,0.658,1015.73853,-18.84361,1213.29578,-217.45087,-22.07772,1302.26477,-966.37146,78.31164,1279.18835,152.93567,104.03352,62.06232,142.96698,-133.67331,-1.58219,-528.25739,258.85556,-4.97312,-1278.44775,-88.51582,-8.30977
81,0.667,1016.06531,-17.36913,1212.45300,-217.80170,-22.01821,1301.19849,-965.98712,79.36748,1278.04382,181.92516,101.12001,65.42989,129.21094,-132.48230,-1.77417,-542.32996,259.89560,-5.15433,-1292.26709,-87.32430,-8.38100
82,0.675,1016.10034,-15.90728,1212.40454,-217.93294,-21.89870,1299.89697,-965.44562,80.28773,1277.65942,210.84451,98.21176,68.59374,115.41797,-131.13702,-1.98156,-556.19183,261.05374,-5.24554,-1306.00061,-86.01670,-8.46136
83,0.683,1015.83105,-14.45066,1213.12378,-217.83212,-21.66169,1298.40393,-964.82062,81.01109,1277.98755,239.84999,95.24092,71.36829,101.60162,-129.77136,-2.15685,-569.89526,262.27332,-5.29156,-1319.63525,-84.80050,-8.17923
84,0.692,1015.25641,-12.98710,1214.57275,-217.50583,-21.29080,1296.77625,-964.19122,81.48426,1278.94092,269.08496,92.06470,73.53220,87.84036,-128.56503,-2.25196,-583.48309,263.48071,-5.36531,-1333.01807,-83.60238,-7.31118
85,0.700,1014.38281,-11.51675,1216.70618,-216.98634,-20.81629,1295.07617,-963.62024,81.67380,1280.40942,298.64087,88.57194,74.88948,74.19913,-127.57418,-2.24143,-596.98938,264.64099,-5.49603,-1345.85107,-82.24730,-5.80520
86,0.708,1013.21545,-10.05086,1219.46936,-216.32346,-20.29459,1293.35596,-963.13977,81.58807,1282.27869,328.52081,84.71634,75.33353,60.67389,-126.68710,-2.16885,-610.46448,265.78577,-5.62549,-1357.95313,-80.69508,-3.68155
87,0.717,1011.75867,-8.60336,1222.79956,-215.56497,-19.76973,1291.64709,-962.75134,81.28098,1284.44678,358.70004,80.49940,74.84148,47.20560,-125.74706,-2.12412,-623.94629,266.96893,-5.67097,-1369.43005,-78.94745,-1.01127
88,0.725,1010.02637,-7.18669,1226.63257,-214.75453,-19.26525,1289.96558,-962.43884,80.82902,1286.83423,389.22855,75.98646,73.45382,33.73193,-124.68707,-2.14057,-637.42651,268.21384,-5.62425,-1380.52148,-76.91772,2.10645
89,0.733,1008.04230,-5.81110,1230.90527,-213.95471,-18.82360,1288.33240,-962.17981,80.30465,1289.38696,420.20724,71.28497,71.27183,20.22366,-123.53141,-2.17788,-650.86401,269.50165,-5.56474,-1391.41040,-74.58415,5.66784
90,0.742,1005.82922,-4.48739,1235.55200,-213.23810,-18.50861,1286.77698,-961.95001,79.76282,1292.07214,451.69040,66.55640,68.51528,6.67801,-122.31970,-2.20404,-664.23425,270.78644,-5.56550,-1402.12537,-72.18973,9.85065
91,0.750,1003.40381,-3.22423,1240.50879,-212.63628,-18.34641,1285.32544,-961.72021,79.24387,1294.87036,483.60571,62.08892,65.61010,-6.89453,-121.06857,-2.22707,-677.57153,272.01157,-5.61471,-1412.27869,-70.02978,14.82430
92,0.758,1000.78235,-2.02115,1245.72009,-212.11835,-18.29549,1283.99438,-961.44043,78.80883,1297.76672,515.62994,58.27391,63.11795,-20.48251,-119.78909,-2.26328,-690.94531,273.14685,-5.66079,-1420.78711,-67.96314,20.35627
93,0.767,997.98694,-0.87374,1251.13489,-211.62003,-18.27858,1282.79272,-961.02692,78.58881,1300.74683,547.03149,55.44245,61.41745,-34.09720,-118.52283,-2.30849,-704.39880,274.23608,-5.67916,-1426.14526,-65.40560,25.72097
94,0.775,995.04742,0.21652,1256.70264,-211.09216,-18.22896,1281.72888,-960.39532,78.74863,1303.79126,576.64844,53.64455,60.33756,-47.76785,-117.33115,-2.33818,-717.92542,275.35361,-5.66747,-1427.14941,-61.93688,30.16102
95,0.783,991.99603,1.24735,1262.37402,-210.52885,-18.10378,1280.81702,-959.53748,79.34515,1306.86243,603.20972,52.56408,59.10406,-61.49539,-116.23795,-2.33636,-731.52844,276.49155,-5.64507,-1423.33398,-57.68933,33.38303
96,0.792,988.85913,2.22806,1268.10266,-209.94763,-17.86052,1280.07373,-958.55145,80.24693,1309.89893,625.85931,51.72712,56.74980,-75.24098,-115.21301,-2.31222,-745.27002,277.56631,-5.64464,-1414.98682,-53.14027,35.62675
97,0.800,985.65460,3.17955,1273.84314,-209.35242,-17.44521,1279.51001,-957.57269,81.23519,1312.84717,644.43195,50.85822,52.71796,-88.98473,-114.22076,-2.28147,-759.14081,278.55264,-5.63389,-1403.00391,-48.75058,37.39445
98,0.808,982.40057,4.12073,1279.54858,-208.72169,-16.81593,1279.13184,-956.68610,82.15978,1315.69055,659.36426,50.07833,47.22047,-102.75819,-113.25114,-2.25646,-772.97894,279.50998,-5.51971,-1388.40015,-44.92660,39.05939
99,0.817,979.12561,5.05807,1285.17090,-208.01776,-15.96725,1278.94019,-955.91486,82.97507,1318.43262,671.39941,49.76072,41.07682,-116.58856,-112.29177,-2.24886,-786.69495,280.46060,-5.29210,-1371.64111,-42.15983,40.55280
100,0.825,975.86438,5.98818,1290.66223,-207.20418,-14.92366,1278.92578,-955.25586,83.68160,1321.06665,681.14636,50.18379,35.11662,-130.46176,-111.31054,-2.25568,-800.43304,281.35803,-5.05812,-1352.50366,-40.77654,41.33892
101,0.833,972.64777,6.90430,1295.97791,-206.27184,-13.70776,1279.07324,-954.70032,84.27863,1323.56897,688.69562,51.35059,29.62469,-144.37132,-110.29848,-2.25479,-814.37921,282.17484,-4.91074,-1330.47510,-40.63194,40.83449
102,0.842,969.50128,7.79928,1301.08118,-205.25893,-12.31811,1279.37036,-954.23883,84.74440,1325.91028,693.57861,53.09210,24.28529,-158.34421,-109.29948,-2.21881,-828.55347,282.93765,-4.85225,-1305.21143,-41.33031,38.97321
103,0.850,966.44952,8.66831,1305.93970,-204.22739,-10.74170,1279.80481,-953.85919,85.04335,1328.06970,695.08240,55.23579,18.62949,-172.39940,-108.35080,-2.12708,-842.83795,283.71490,-4.82960,-1276.81519,-42.53107,36.31983
104,0.858,963.52045,9.50805,1310.52014,-203.20656,-8.97681,1280.35315,-953.52490,85.17907,1330.04138,692.69104,57.63719,12.61079,-186.51993,-107.42653,-1.98054,-857.11786,284.57086,-4.80863,-1245.74365,-44.02554,33.72226
105,0.867,960.75220,10.30905,1314.78857,-202.17436,-7.03826,1280.97986,-953.15063,85.25266,1331.83093,686.44299,60.03168,6.86934,-200.66719,-106.46974,-1.80919,-871.37323,285.49045,-4.80383,-1212.53491,-45.73855,31.90645
106,0.875,958.19672,11.05366,1318.71313,-201.09236,-4.96051,1281.64941,-952.62805,85.42287,1333.44653,677.04388,61.92807,2.41403,-214.80620,-105.44710,-1.65732,-885.62891,286.42361,-4.80542,-1177.72998,-47.67644,31.24911
107,0.883,955.91431,11.72610,1322.26733,-199.93835,-2.80281,1282.33801,-951.89093,85.78677,1334.89087,665.55542,62.90742,-0.14870,-228.92699,-104.38864,-1.55504,-899.86597,287.38754,-4.75628,-1141.91724,-49.87561,31.77291
108,0.892,953.96387,12.32576,1325.43091,-198.70828,-0.64198,1283.03687,-950.93890,86.33187,1336.16162,652.83160,63.11215,-1.10740,-243.04657,-103.39149,-1.49706,-914.03967,288.41553,-4.64014,-1105.68164,-52.29700,33.21149
109,0.900,952.39240,12.87317,1328.18945,-197.40538,1.45011,1283.74658,-949.80756,86.98679,1337.25610,639.32062,63.16663,-1.28558,-257.16479,-102.54504,-1.45240,-928.11902,289.47119,-4.48469,-1069.46411,-54.72146,35.13473
