"Frame#","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
51,0.417,425.55869,-163.00562,1530.53406,-636.13867,5.70255,1298.99146,-1421.83752,8.43081,1335.75439,-711.32953,139.54852,1.33983,109.51758,-121.17615,7.80453,-1321.88428,168.65753,54.81952,-1392.01709,-152.59677,4.85597
52,0.425,426.39636,-163.57797,1529.98596,-636.99756,4.28400,1299.86157,-1423.25720,7.41183,1334.91626,-722.98730,139.15465,2.57769,95.90167,-121.87617,7.45250,-1289.03418,166.56262,55.85333,-1406.27100,-155.13275,5.69603
53,0.433,427.57401,-164.20612,1529.25562,-638.14783,3.06462,1300.66309,-1424.91418,6.39079,1333.78882,-733.94220,138.95702,4.15951,82.31427,-122.65523,7.18793,-1256.25049,165.37611,56.95554,-1420.40771,-158.73920,6.97439
54,0.442,429.06140,-164.79541,1528.34973,-639.59119,2.05457,1301.34509,-1426.78015,5.47037,1332.39355,-744.29077,139.19565,6.27056,68.87225,-123.48455,7.06731,-1223.73132,164.86104,57.87601,-1434.09888,-161.80481,8.17469
55,0.450,430.83707,-165.26839,1527.26477,-641.30798,1.27052,1301.87207,-1428.82935,4.74402,1330.77148,-753.97705,139.97989,9.27675,55.66565,-124.30949,7.06764,-1191.76697,164.66391,58.30041,-1447.35132,-163.05090,8.81184
56,0.458,432.88553,-165.58270,1525.99536,-643.25757,0.72459,1302.22583,-1431.04431,4.30826,1328.96509,-762.38715,140.96915,13.57572,42.57025,-125.06087,7.10028,-1160.62500,164.72028,58.06751,-1460.56836,-163.15254,8.99179
57,0.467,435.18454,-165.73839,1524.54370,-645.39697,0.40600,1302.39600,-1433.41235,4.21272,1326.99219,-768.35626,141.32068,19.35636,29.29315,-125.70414,7.10176,-1130.47852,165.31192,57.22648,-1473.84973,-162.83867,8.75800
58,0.475,437.68259,-165.77686,1522.92456,-647.69446,0.27821,1302.37415,-1435.90747,4.43440,1324.83655,-770.64160,140.35655,26.47782,15.66388,-126.24830,7.06712,-1101.44604,166.73294,55.84242,-1486.95813,-161.74277,7.84346
59,0.483,440.28549,-165.75478,1521.15466,-650.12274,0.28509,1302.15662,-1438.48889,4.87753,1322.47400,-768.51648,138.65671,34.61354,1.85278,-126.73331,7.01144,-1073.64209,169.09308,53.84802,-1499.91553,-159.94476,6.34047
60,0.492,442.89410,-165.72879,1519.24048,-652.65405,0.36713,1301.75342,-1441.12085,5.38320,1319.90308,-762.08984,138.41595,43.40020,-11.80331,-127.19881,6.93819,-1047.15967,172.45859,51.13848,-1512.94849,-158.13005,4.74622
61,0.500,445.46677,-165.77357,1517.16711,-655.26221,0.48579,1301.18896,-1443.79297,5.83088,1317.14392,-752.01239,141.61783,52.05094,-25.19327,-127.64945,6.83044,-1022.07977,177.07951,47.79041,-1526.20178,-156.84041,3.57481
62,0.508,448.02005,-165.97217,1514.89844,-657.92273,0.62609,1300.49011,-1446.51440,6.25311,1314.22461,-738.74109,147.44203,59.00540,-38.48416,-128.08577,6.68443,-998.54254,183.32060,44.04560,-1539.78198,-156.76062,3.24581
63,0.517,450.57669,-166.36128,1512.41028,-660.61139,0.77854,1299.67896,-1449.28662,6.79447,1311.17920,-722.27692,153.02043,62.91913,-51.85385,-128.51085,6.53412,-976.78278,191.32234,40.04015,-1553.73877,-158.63701,3.96045
64,0.525,453.14395,-166.91147,1509.72339,-663.29938,0.93154,1298.77307,-1452.08484,7.59269,1308.03784,-702.71228,156.69350,63.97781,-65.36810,-128.90262,6.41412,-957.13013,201.00833,35.84554,-1567.85730,-161.92342,5.26718
65,0.533,455.73169,-167.56743,1506.89111,-665.95490,1.07236,1297.79089,-1454.85730,8.71404,1304.80933,-680.65045,158.86386,63.52293,-79.00061,-129.25661,6.33329,-940.00507,212.32632,31.74100,-1581.65088,-164.10492,5.95474
66,0.542,458.36188,-168.28171,1503.96460,-668.55389,1.18874,1296.75549,-1457.53442,10.13771,1301.48120,-656.82117,160.21985,62.65324,-92.63123,-129.62202,6.28642,-925.89722,225.09702,28.09129,-1594.90405,-163.40839,5.31271
67,0.550,461.05878,-169.00874,1500.97168,-671.08008,1.28574,1295.69507,-1460.04529,11.78396,1298.03931,-631.62695,160.48326,61.58109,-106.13516,-130.06822,6.25541,-915.28546,238.76472,25.01813,-1608.03613,-161.56461,4.22270
68,0.558,463.84244,-169.69067,1497.92224,-673.51526,1.40075,1294.64758,-1462.33618,13.56909,1294.47363,-605.60565,159.66838,60.34673,-119.51181,-130.61649,6.20000,-908.48419,252.46304,22.30268,-1621.54663,-161.56779,4.00647
69,0.567,466.73105,-170.25656,1494.82581,-675.83862,1.59058,1293.66138,-1464.37659,15.44898,1290.77051,-579.75391,159.54973,59.61675,-132.85870,-131.18213,6.08562,-905.54913,265.22388,19.44519,-1635.45715,-164.00391,4.83379
70,0.575,469.73773,-170.62894,1491.69849,-678.03394,1.89386,1292.78271,-1466.15613,17.43020,1286.91748,-554.62610,161.78183,60.05216,-146.26733,-131.64465,5.93661,-906.29651,276.21191,15.83091,-1649.49219,-167.17239,5.94015
71,0.583,472.86090,-170.73540,1488.55591,-680.09753,2.29322,1292.03564,-1467.69165,19.53033,1282.91992,-530.09351,166.46021,61.72320,-159.74982,-132.00163,5.82862,-910.27521,284.87274,11.13333,-1663.41382,-169.11363,6.57061
72,0.592,476.08224,-170.52127,1485.40808,-682.03937,2.71453,1291.41272,-1469.02734,21.71452,1278.81018,-505.95810,172.44037,64.12157,-173.23929,-132.34814,5.81007,-916.70355,290.93015,5.86782,-1677.08716,-168.87820,6.36946
73,0.600,479.36777,-169.95540,1482.26709,-683.87616,3.07081,1290.88843,-1470.20898,23.87839,1274.65137,-481.64154,176.44556,65.83891,-186.69855,-132.71867,5.84790,-924.76306,294.44580,1.37580,-1690.67358,-168.11433,5.95745
74,0.608,482.66724,-169.03201,1479.15808,-685.62170,3.31521,1290.43750,-1471.26050,25.89403,1270.55188,-456.50113,176.17216,66.00642,-200.16345,-133.06526,5.86446,-934.17438,295.90665,-1.26547,-1704.63037,-170.35867,6.76693
75,0.617,485.92874,-167.76913,1476.11536,-687.28040,3.46893,1290.04053,-1472.17468,27.66225,1266.68469,-430.86136,174.45930,65.92519,-213.65295,-133.34851,5.81319,-945.11310,296.07349,-2.16945,-1718.99268,-176.07417,8.99317
76,0.625,489.10928,-166.20230,1473.17383,-688.84631,3.60796,1289.67371,-1472.91602,29.15634,1263.27026,-405.11197,174.50397,66.87408,-227.13666,-133.56403,5.71022,-957.45349,295.66629,-2.19191,-1733.12524,-181.37447,10.97353
77,0.633,492.15469,-164.37498,1470.36426,-690.30823,3.81113,1289.29688,-1473.45313,30.44831,1260.51599,-378.79224,175.20300,68.25678,-240.58350,-133.71754,5.60456,-970.57794,295.17203,-2.02729,-1746.51062,-183.06451,11.35429
78,0.642,494.98077,-162.32242,1467.71228,-691.64923,4.10867,1288.86255,-1473.78662,31.66058,1258.56116,-351.66080,175.22957,69.44857,-253.98657,-133.84973,5.53550,-983.89850,294.80853,-1.93884,-1759.34265,-181.82231,10.52792
79,0.650,497.48770,-160.06786,1465.23804,-692.84528,4.47094,1288.33789,-1473.93994,32.88367,1257.45691,-324.11667,175.53835,70.77729,-267.36575,-134.09094,5.55096,-997.19629,294.53333,-1.94386,-1772.25732,-180.34184,9.83026
80,0.658,499.58731,-157.64360,1462.96021,-693.87665,4.83208,1287.71643,-1473.94031,34.12271,1257.16931,-296.67081,176.58737,72.37465,-280.74500,-134.61243,5.73059,-1010.51373,294.17520,-2.01179,-1785.49854,-179.39989,9.75519
81,0.667,501.21729,-155.10092,1460.89795,-694.73798,5.12848,1287.01489,-1473.81738,35.26636,1257.61243,-269.78680,177.32091,73.81110,-294.10034,-135.43694,6.09132,-1023.90930,293.67029,-2.12050,-1798.57471,-177.02063,9.59293
82,0.675,502.34201,-152.49654,1459.06592,-695.42816,5.32059,1286.26221,-1473.60596,36.12696,1258.68286,-243.45050,176.75116,74.68339,-307.39026,-136.30336,6.47429,-1037.33972,293.13568,-2.22381,-1810.97522,-172.66843,9.30662
83,0.683,502.94455,-149.89098,1457.47363,-695.94226,5.38855,1285.49280,-1473.34277,36.56150,1260.26440,-217.13522,175.08217,75.06565,-320.65265,-136.84010,6.63262,-1050.71558,292.73425,-2.26912,-1822.58105,-168.65224,9.95926
84,0.692,503.01395,-147.35323,1456.13184,-696.28186,5.31981,1284.74231,-1473.06433,36.54635,1262.22925,-190.50433,173.24731,75.31774,-333.96198,-136.89786,6.45423,-1064.00635,292.53983,-2.26687,-1833.37524,-166.42574,11.89820
85,0.700,502.54187,-144.92969,1455.05029,-696.46521,5.09350,1284.03857,-1472.80469,36.14373,1264.47546,-163.44148,171.66881,75.51783,-347.31458,-136.62685,6.04190,-1077.25757,292.49899,-2.27111,-1843.56909,-165.45497,14.48081
86,0.708,501.53482,-142.60519,1454.23120,-696.52380,4.68277,1283.40100,-1472.59131,35.44170,1266.95166,-135.57985,169.97836,75.46358,-360.66492,-136.27890,5.59285,-1090.50464,292.46671,-2.30138,-1853.73926,-164.96295,17.23174
87,0.717,500.03070,-140.32317,1453.66785,-696.49542,4.08971,1282.84607,-1472.44006,34.53292,1269.64197,-106.58250,167.56659,74.97476,-373.99774,-136.00668,5.23803,-1103.74902,292.29202,-2.34934,-1864.29761,-164.47910,20.09642
88,0.725,498.09885,-138.04512,1453.34985,-696.41858,3.36456,1282.38599,-1472.35425,33.50802,1272.54370,-77.06528,164.51004,73.97561,-387.31488,-135.83467,4.99236,-1117.04285,291.94000,-2.40527,-1875.06702,-163.77945,23.03961
89,0.733,495.81598,-135.77530,1453.27197,-696.32275,2.57960,1282.02563,-1472.32629,32.43371,1275.65894,-48.59187,162.55580,72.81819,-400.63708,-135.75928,4.82596,-1130.45020,291.58301,-2.40625,-1885.52246,-162.92046,25.88373
90,0.742,493.24384,-133.54056,1453.42993,-696.22296,1.79551,1281.76550,-1472.34326,31.34396,1278.98865,-22.02559,163.42227,72.07796,-413.99554,-135.77608,4.72765,-1143.90027,291.47821,-2.24304,-1895.16492,-161.99759,28.45800
91,0.750,490.43127,-131.37015,1453.80945,-696.12408,1.04686,1281.60425,-1472.39111,30.26331,1282.52539,3.52676,166.11031,71.77148,-427.39417,-135.85880,4.69786,-1157.26672,291.65103,-1.91210,-1903.49487,-160.95447,30.68691
92,0.758,487.42212,-129.28990,1454.38171,-696.02844,0.34992,1281.54138,-1472.44543,29.23034,1286.25012,29.44676,168.29129,71.60442,-440.84012,-136.01825,4.72606,-1170.57727,291.82803,-1.56216,-1909.79724,-159.57248,32.41409
93,0.767,484.24619,-127.31209,1455.11194,-695.93805,-0.27507,1281.58154,-1472.46204,28.29916,1290.14124,55.77525,169.09850,71.44722,-454.36838,-136.29311,4.78953,-1183.96313,291.76117,-1.31569,-1913.18018,-157.41556,33.26546
94,0.775,480.91150,-125.42539,1455.96338,-695.84961,-0.80135,1281.73242,-1472.38977,27.51508,1294.17322,81.04910,169.07477,71.08835,-467.99341,-136.64830,4.85919,-1197.47974,291.45288,-1.15611,-1912.92590,-153.84137,32.86104
95,0.783,477.40707,-123.60104,1456.89709,-695.74689,-1.21754,1281.99548,-1472.19922,26.89555,1298.30090,103.74841,168.88753,70.23396,-481.67950,-137.00533,4.90772,-1211.08350,291.04773,-1.00474,-1908.81128,-148.36015,31.27310
96,0.792,473.70737,-121.80522,1457.87488,-695.60150,-1.53425,1282.36267,-1471.88989,26.45239,1302.46387,123.46968,168.84613,68.64371,-495.35922,-137.33156,4.92748,-1224.71045,290.64624,-0.81550,-1901.10730,-141.20717,29.25922
97,0.800,469.78876,-120.00417,1458.86536,-695.38464,-1.76963,1282.82031,-1471.48730,26.20316,1306.60315,140.73842,169.03195,66.08070,-508.98535,-137.61542,4.93682,-1238.34351,290.22906,-0.60704,-1890.31213,-133.61287,27.84229
98,0.808,465.66058,-118.17211,1459.84424,-695.07849,-1.93607,1283.35266,-1471.04077,26.15075,1310.66821,156.20706,169.32816,62.51973,-522.58179,-137.86655,4.95804,-1252.00610,289.72919,-0.42212,-1876.88635,-127.19018,27.52175
99,0.817,461.37485,-116.30564,1460.79858,-694.67780,-2.02554,1283.94409,-1470.60510,26.29327,1314.61865,170.12573,169.43170,58.29813,-536.21973,-138.16512,4.99965,-1265.72375,289.14313,-0.27088,-1861.20215,-122.72820,27.96976
100,0.825,456.99475,-114.41977,1461.73376,-694.18726,-1.99615,1284.58105,-1470.21643,26.63999,1318.41895,182.31786,169.13116,53.77771,-549.93524,-138.57632,5.05871,-1279.52759,288.50299,-0.14666,-1843.46875,-119.83199,28.49913
101,0.833,452.57019,-112.52683,1462.66418,-693.62183,-1.78182,1285.25342,-1469.88904,27.16617,1322.02917,192.41589,168.43346,49.02584,-563.70087,-139.05197,5.12004,-1293.41748,287.83459,-0.04353,-1823.55713,-117.74809,28.66014
102,0.842,448.15717,-110.62819,1463.59314,-693.00861,-1.31920,1285.95227,-1469.63098,27.76657,1325.41064,200.08359,167.40155,43.96803,-577.48438,-139.51340,5.15324,-1307.32471,287.21838,0.05734,-1801.22400,-116.05447,28.42844
103,0.850,443.83112,-108.72069,1464.49988,-692.37573,-0.55918,1286.66943,-1469.44995,28.31180,1328.54041,205.07198,166.08707,38.62175,-591.28613,-139.94589,5.13542,-1321.21082,286.72946,0.15652,-1776.54065,-114.69298,28.08852
104,0.858,439.65280,-106.79393,1465.34314,-691.73792,0.53777,1287.39636,-1469.34241,28.76062,1331.41370,207.05893,164.57480,33.03675,-605.10437,-140.35855,5.09553,-1335.11694,286.33145,0.22503,-1749.85815,-113.77622,28.02898
105,0.867,435.64026,-104.82108,1466.08301,-691.09729,1.97566,1288.11414,-1469.28784,29.16855,1334.02612,205.62628,162.88986,27.17947,-618.92914,-140.74994,5.09634,-1349.05835,285.96002,0.26689,-1721.47131,-113.27319,28.53252
106,0.875,431.79684,-102.77460,1466.69336,-690.45105,3.67136,1288.78564,-1469.25916,29.58585,1336.35706,200.57141,160.89868,21.00613,-632.76648,-141.14410,5.15250,-1363.00513,285.59088,0.32488,-1691.53271,-112.86506,29.62519
107,0.883,428.14630,-100.65340,1467.15857,-689.79657,5.46997,1289.36829,-1469.23340,30.00863,1338.38489,192.21231,158.44193,14.69930,-646.61945,-141.58327,5.22321,-1376.95251,285.20331,0.41646,-1660.28467,-112.28636,31.10450
108,0.892,424.72446,-98.48289,1467.46875,-689.13721,7.23689,1289.83533,-1469.19055,30.42553,1340.11389,181.46455,155.55174,8.94393,-660.48224,-142.07141,5.27588,-1390.89990,284.77823,0.52269,-1628.14893,-111.63896,32.74689
109,0.900,421.56827,-96.30276,1467.62244,-688.48279,8.91394,1290.18127,-1469.10669,30.85885,1341.56433,169.56071,152.56584,4.76101,-674.36334,-142.58116,5.31253,-1404.84082,284.30896,0.62033,-1595.51648,-111.22729,34.45752
