"Frame#","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
42,0.342,862.90656,228.70819,1330.51428,-318.21689,33.73753,1281.02344,-1101.30859,48.82806,1276.51978,187.58142,208.21384,0.20260,-221.29451,-102.58825,40.99291,-1347.42175,297.62985,0.62446,-508.01849,-139.49146,30.88359
43,0.350,864.54553,230.35703,1327.33569,-319.97220,33.03253,1279.95837,-1102.30920,47.17675,1271.95044,173.86404,207.91960,0.15137,-194.79231,-101.85282,41.41633,-1361.16443,297.23987,0.50462,-507.47827,-141.60977,27.50730
44,0.358,866.21381,231.99023,1324.29956,-321.65955,32.30017,1279.07178,-1103.19727,45.63279,1267.31531,160.08002,207.52602,0.10686,-168.06903,-100.68922,41.84919,-1374.94299,296.86560,0.35634,-509.91870,-141.96326,22.54705
45,0.367,867.89532,233.57410,1321.44128,-323.26297,31.62935,1278.39819,-1103.99255,44.14849,1262.68250,146.21463,207.06201,0.04700,-140.94469,-99.36015,42.44748,-1388.77222,296.56271,0.22439,-514.55603,-140.82953,16.39813
46,0.375,869.57269,235.06433,1318.79016,-324.75009,31.12222,1277.95569,-1104.67297,42.63929,1258.14417,132.29617,206.58430,-0.03572,-113.43758,-97.85822,43.18358,-1402.63977,296.28113,0.14247,-520.95465,-139.24167,10.40607
47,0.383,871.22473,236.43958,1316.37585,-326.07059,30.82849,1277.73279,-1105.17554,41.03695,1253.81494,118.36481,206.19586,-0.13162,-85.75365,-95.92891,43.91909,-1416.46802,296.01208,0.12733,-529.47888,-138.40103,6.15980
48,0.392,872.81750,237.70178,1314.23157,-327.17343,30.71099,1277.67810,-1105.42847,39.33265,1249.83972,104.49265,205.93597,-0.21607,-58.01008,-93.41541,44.57754,-1430.19897,295.77924,0.14835,-540.61542,-138.76619,4.31371
49,0.400,874.30298,238.85368,1312.39514,-328.03012,30.67000,1277.69751,-1105.39502,37.58805,1246.39844,90.73633,205.68993,-0.26781,-30.07665,-90.46788,45.21209,-1443.88452,295.50372,0.13243,-553.84930,-139.76352,4.14284
50,0.408,875.63257,239.89459,1310.90649,-328.64359,30.59335,1277.66785,-1105.09375,35.91769,1243.69336,77.03516,205.34171,-0.31779,-1.76429,-87.38181,45.93372,-1457.57031,295.05981,0.06349,-567.87531,-140.51540,4.41473
51,0.417,876.76471,240.80118,1309.80713,-329.04276,30.40496,1277.46667,-1104.58313,34.44440,1241.90869,63.30740,204.90984,-0.41541,26.90380,-84.38057,46.80925,-1471.16663,294.39688,0.06030,-581.80664,-140.81364,4.53245
52,0.425,877.66125,241.50848,1309.14429,-329.26904,30.08696,1277.00684,-1103.92859,33.25434,1241.14941,49.57205,204.40137,-0.54356,55.71088,-81.57300,47.83500,-1484.47803,293.56308,0.33439,-595.52039,-141.09929,4.56411
53,0.433,878.29034,241.95108,1308.96460,-329.36163,29.66236,1276.25793,-1103.18909,32.40450,1241.40356,35.82462,203.62872,-0.71108,84.49680,-78.94979,48.96519,-1497.26685,292.76553,1.11944,-609.05670,-141.58464,4.48090
54,0.442,878.63660,242.11110,1309.30249,-329.35059,29.16599,1275.24805,-1102.42969,31.95957,1242.55823,21.91696,202.25114,-1.13188,113.27983,-76.39828,50.11810,-1509.34546,292.27475,2.59121,-622.33301,-142.00488,3.98054
55,0.450,878.69727,242.00433,1310.17041,-329.25473,28.63552,1274.05164,-1101.72546,31.97529,1244.44604,7.73425,200.08894,-2.03568,142.16513,-73.85749,51.18110,-1520.67871,292.10367,4.75506,-635.40649,-142.25821,3.05920
56,0.458,878.46948,241.63580,1311.55493,-329.07977,28.11832,1272.77539,-1101.13440,32.43237,1246.88635,-6.49921,197.57327,-3.17564,171.25456,-71.43555,52.06204,-1531.35754,291.98511,7.43729,-648.53412,-142.68291,2.21714
57,0.467,877.95026,240.99649,1313.42163,-328.82162,27.67562,1271.53308,-1100.68042,33.21317,1249.71558,-20.33911,195.49913,-3.99345,200.62477,-69.25360,52.72842,-1541.49536,291.69540,10.41204,-661.84656,-143.57358,1.88809
58,0.475,877.14569,240.10431,1315.72388,-328.47821,27.36974,1270.41248,-1100.37756,34.18171,1252.82166,-33.70575,194.00728,-4.42007,230.27966,-67.20092,53.17385,-1551.18799,291.18164,13.51253,-675.23279,-144.79944,2.01726
